Module,12hrs.ATACSeq_REPLICANT.1,12hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq_REPLICANT.2
Module_7578,2,6,17,13
Module_31171,12,14,6,10
Module_33290,8,16,32,32
Module_37079,2,6,2,3
Module_31172,6,9,13,8
Module_35465,6,14,19,12
Module_14400,4,6,13,13
Module_12858,50,74,96,91
Module_14401,9,16,14,22
Module_14402,10,5,16,13
Module_25040,14,2,0,2
Module_14403,66,82,108,107
Module_31173,14,9,12,16
Module_14404,56,53,79,97
Module_31174,15,13,13,21
Module_14405,30,44,49,64
Module_31175,10,4,12,14
Module_25041,27,34,12,26
Module_31176,20,12,6,2
Module_22221,39,42,45,45
Module_7579,42,42,28,37
Module_7580,9,17,20,17
Module_5455,2,4,11,10
Module_7581,4,2,29,14
Module_7582,10,5,29,10
Module_25042,8,4,6,4
Module_22222,65,62,56,48
Module_7583,20,14,34,43
Module_17284,30,22,55,34
Module_5456,18,18,12,23
Module_5457,28,22,24,16
Module_25043,16,10,4,14
Module_14406,7,9,38,30
Module_14407,14,11,25,33
Module_17285,6,10,26,28
Module_7584,14,14,18,15
Module_22223,9,16,15,24
Module_7585,23,8,36,23
Module_17286,2,4,27,31
Module_22224,21,3,6,18
Module_22225,15,24,41,27
Module_5458,5,2,10,12
Module_22226,8,1,23,32
Module_5459,1,4,14,12
Module_19421,10,21,22,26
Module_12859,23,56,66,71
Module_5460,14,26,22,22
Module_7586,13,12,6,8
Module_19422,35,48,30,45
Module_17287,18,34,26,23
Module_19423,16,29,13,20
Module_17288,19,34,25,23
Module_19424,19,26,12,19
Module_17289,60,96,59,62
Module_22227,59,68,88,85
Module_5461,24,32,19,22
Module_17290,28,36,82,48
Module_5462,1,4,7,2
Module_5463,6,10,9,11
Module_7587,30,42,48,69
Module_5464,6,7,11,20
Module_27432,26,43,38,60
Module_5465,14,22,26,35
Module_5466,7,18,9,10
Module_16498,31,40,59,45
Module_22228,49,65,142,100
Module_16499,30,35,57,44
Module_22229,50,64,136,99
Module_16500,30,34,56,43
Module_22230,50,63,138,97
Module_16501,32,34,57,43
Module_5467,24,34,24,25
Module_29139,4,8,2,2
Module_5468,12,24,19,30
Module_5469,4,2,10,6
Module_22231,78,101,160,206
Module_19425,32,41,50,48
Module_22232,14,16,16,22
Module_16502,0,0,24,26
Module_5470,7,6,9,6
Module_5471,7,9,27,21
Module_29140,20,22,40,36
Module_19426,4,9,23,11
Module_29141,19,23,37,36
Module_19427,11,12,34,19
Module_12860,2,7,19,17
Module_29142,83,84,87,90
Module_5472,10,2,16,19
Module_37080,16,17,13,18
Module_5473,10,2,16,19
Module_37081,17,22,14,18
Module_22233,78,88,87,150
Module_12861,2,2,23,20
Module_7588,25,42,54,57
Module_5474,0,8,6,12
Module_27433,45,56,53,57
Module_37082,12,29,18,43
Module_5475,24,28,35,38
Module_35466,4,4,13,8
Module_22234,11,26,22,18
Module_7589,16,13,24,15
Module_29143,20,27,27,36
Module_17291,4,6,10,14
Module_5476,0,7,10,12
Module_22235,6,8,2,6
Module_5477,37,49,46,53
Module_22236,28,30,23,23
Module_5478,6,17,19,19
Module_5479,15,10,22,24
Module_29144,31,61,40,46
Module_16503,17,24,28,42
Module_22237,18,21,15,18
Module_5480,6,8,12,10
Module_31177,44,48,21,47
Module_5481,11,14,20,20
Module_29145,14,13,15,6
Module_29146,43,68,53,56
Module_22238,4,7,14,14
Module_5482,58,76,58,68
Module_31178,14,16,18,20
Module_12862,0,4,14,6
Module_5483,13,18,10,14
Module_12863,4,6,6,14
Module_12864,20,40,49,47
Module_17292,17,12,33,56
Module_12865,20,36,42,48
Module_17293,19,14,35,57
Module_12866,12,9,11,13
Module_12867,5,6,16,12
Module_22239,18,26,42,37
Module_29147,10,13,27,24
Module_5484,25,43,37,59
Module_17294,21,41,80,56
Module_35467,7,23,4,10
Module_12868,8,6,2,15
Module_12869,22,47,27,51
Module_35468,10,19,24,9
Module_12870,22,46,26,50
Module_35469,10,19,24,10
Module_12871,21,46,24,49
Module_29148,2,3,6,7
Module_5485,14,6,10,11
Module_29149,22,20,28,14
Module_12872,40,51,22,25
Module_29150,6,6,9,12
Module_35470,8,3,13,9
Module_12873,17,26,22,30
Module_12874,25,24,24,47
Module_5486,66,103,101,121
Module_7590,0,0,16,8
Module_29151,0,6,10,10
Module_12875,0,6,22,1
Module_5487,8,14,22,12
Module_16504,2,5,16,12
Module_17295,21,41,38,35
Module_17296,26,30,41,54
Module_16505,8,15,19,8
Module_12876,1,5,7,4
Module_29152,0,0,6,6
Module_19428,42,44,48,41
Module_37083,68,54,86,91
Module_17297,4,4,8,4
Module_12877,16,16,22,20
Module_16506,2,0,4,2
Module_35471,8,12,20,26
Module_35472,8,7,4,3
Module_29153,12,16,31,30
Module_35473,5,18,12,16
Module_17298,98,96,132,137
Module_29154,2,9,10,0
Module_17299,63,55,70,83
Module_29155,24,34,37,18
Module_29156,10,12,7,14
Module_29157,16,5,7,14
Module_35474,37,42,16,28
Module_29158,7,2,8,12
Module_35475,57,70,46,42
Module_17300,14,31,40,26
Module_29159,8,10,8,8
Module_17301,18,27,30,39
Module_29160,4,3,11,10
Module_29161,16,18,22,24
Module_29162,21,16,21,11
Module_17302,18,39,75,80
Module_17303,10,6,26,20
Module_22240,5,6,4,2
Module_5488,33,58,63,76
Module_17304,12,28,36,17
Module_35476,11,8,3,8
Module_33291,8,8,17,14
Module_17305,2,4,7,7
Module_17306,24,14,32,31
Module_12878,29,13,72,109
Module_22241,11,12,12,9
Module_35477,30,40,14,32
Module_5489,5,4,13,13
Module_31179,43,43,63,57
Module_22242,8,13,18,12
Module_33292,3,10,6,16
Module_33293,26,52,64,71
Module_5490,34,52,29,36
Module_22243,19,13,25,10
Module_5491,39,64,48,49
Module_22244,25,21,34,25
Module_5492,27,46,44,42
Module_22245,26,22,33,27
Module_5493,26,42,42,39
Module_22246,27,28,36,32
Module_5494,19,26,38,41
Module_33294,24,44,17,16
Module_5495,20,27,39,41
Module_33295,23,44,16,15
Module_5496,20,28,40,43
Module_33296,8,20,25,31
Module_17307,3,6,21,9
Module_33297,25,22,15,30
Module_22247,6,10,16,16
Module_27434,15,35,54,30
Module_27435,20,12,11,18
Module_27436,16,28,13,18
Module_17308,11,4,32,32
Module_12879,15,12,18,13
Module_17309,8,3,25,30
Module_5497,18,32,22,19
Module_27437,19,30,26,25
Module_12880,18,15,16,11
Module_5498,18,33,22,19
Module_12881,20,18,15,13
Module_33298,3,4,12,10
Module_17310,25,11,27,20
Module_16507,8,8,17,20
Module_16508,22,24,16,18
Module_22248,6,6,10,7
Module_17311,1,11,9,17
Module_33299,17,18,13,14
Module_33300,14,16,14,18
Module_29163,7,21,12,7
Module_17312,14,14,5,6
Module_7591,2,13,11,28
Module_22249,4,5,8,4
Module_12882,6,10,20,19
Module_17313,22,34,36,57
Module_22250,2,2,2,0
Module_14408,1,4,16,5
Module_7592,0,1,8,4
Module_17314,32,32,51,35
Module_7593,1,1,8,18
Module_22251,4,6,2,16
Module_29164,13,8,12,5
Module_22252,5,6,3,16
Module_27438,29,24,26,45
Module_22253,2,4,6,8
Module_12883,7,12,12,15
Module_5499,0,5,3,6
Module_33301,33,34,35,25
Module_5500,37,33,58,50
Module_7594,29,30,80,82
Module_22254,7,12,16,2
Module_22255,36,28,23,32
Module_5501,18,12,21,17
Module_22256,34,26,22,30
Module_12884,6,14,19,18
Module_19429,4,10,36,39
Module_17315,12,8,14,18
Module_12885,57,84,82,71
Module_14409,13,14,30,34
Module_17316,16,26,32,27
Module_12886,29,20,23,40
Module_16509,11,26,12,23
Module_35478,21,36,41,38
Module_5502,44,39,102,138
Module_12887,37,60,72,62
Module_5503,30,27,65,103
Module_22257,15,19,11,16
Module_5504,33,34,29,45
Module_22258,15,17,14,16
Module_17317,1,1,9,6
Module_27439,6,4,26,14
Module_22259,18,15,32,24
Module_22260,1,10,15,12
Module_27440,4,14,11,16
Module_22261,6,0,14,22
Module_7595,5,5,19,12
Module_7596,8,5,14,27
Module_22262,10,13,11,14
Module_27441,52,94,70,58
Module_14410,15,4,21,12
Module_27442,4,9,22,15
Module_31180,19,37,28,33
Module_27443,3,8,17,8
Module_31181,16,28,22,25
Module_19430,11,17,22,10
Module_17318,7,10,10,10
Module_17319,25,8,36,29
Module_16510,9,2,4,4
Module_29165,32,38,31,30
Module_22263,6,14,18,18
Module_3777,47,63,28,28
Module_17320,10,12,15,12
Module_3778,41,52,19,21
Module_17321,10,14,18,13
Module_3779,60,72,40,36
Module_29166,42,66,61,67
Module_3780,8,2,9,6
Module_12888,10,12,19,8
Module_35479,11,19,28,17
Module_27444,12,23,17,20
Module_35480,9,20,26,13
Module_27445,15,35,41,40
Module_31182,7,12,11,10
Module_27446,24,59,71,55
Module_19431,128,90,116,113
Module_27447,39,48,77,70
Module_7597,32,30,58,52
Module_12889,12,19,47,63
Module_7598,34,65,52,46
Module_17322,24,26,42,40
Module_12890,11,25,45,59
Module_7599,29,60,46,39
Module_17323,28,29,47,44
Module_7600,31,60,44,37
Module_17324,41,51,65,67
Module_7601,26,40,24,24
Module_31183,28,25,12,24
Module_17325,53,58,78,99
Module_31184,29,32,15,30
Module_17326,118,115,174,211
Module_27448,12,6,6,8
Module_31185,37,43,40,43
Module_31186,18,9,5,8
Module_7602,24,16,37,34
Module_16511,56,53,147,162
Module_31187,12,8,8,6
Module_16512,48,50,135,129
Module_27449,7,6,15,6
Module_12891,56,101,96,129
Module_3781,8,23,12,12
Module_35481,17,19,12,4
Module_19432,9,10,7,6
Module_12892,17,17,21,25
Module_14411,32,36,48,30
Module_16513,6,0,2,2
Module_14412,16,19,38,20
Module_31188,31,22,30,26
Module_35482,10,2,6,16
Module_17327,62,66,103,85
Module_33302,47,60,38,49
Module_5505,21,58,31,43
Module_3782,7,7,12,25
Module_14413,5,8,20,25
Module_31189,12,10,11,5
Module_14414,7,8,25,23
Module_22264,28,48,57,83
Module_5506,9,6,20,22
Module_5507,11,12,25,19
Module_12893,20,22,38,40
Module_5508,11,17,20,20
Module_12894,20,22,38,40
Module_31190,25,26,36,36
Module_5509,9,17,20,21
Module_31191,30,28,36,40
Module_12895,38,40,47,51
Module_31192,31,32,37,47
Module_12896,37,39,48,49
Module_31193,34,31,36,49
Module_12897,18,25,27,19
Module_31194,26,25,14,35
Module_16514,17,20,18,11
Module_19433,4,20,6,5
Module_5510,58,56,64,36
Module_17328,10,5,12,14
Module_5511,52,57,64,34
Module_7603,1,4,12,11
Module_12898,13,28,13,22
Module_5512,75,74,48,61
Module_7604,2,12,18,7
Module_12899,40,17,20,10
Module_5513,24,62,65,51
Module_19434,25,36,29,12
Module_7605,13,7,11,11
Module_3783,19,20,22,32
Module_12900,10,6,23,4
Module_7606,16,18,47,58
Module_5514,66,60,19,28
Module_12901,24,27,43,21
Module_5515,69,63,18,25
Module_12902,24,24,40,21
Module_5516,69,62,18,25
Module_12903,35,29,55,37
Module_12904,33,44,53,28
Module_12905,15,17,46,34
Module_33303,4,4,13,18
Module_33304,17,20,14,24
Module_7607,43,34,58,62
Module_33305,12,20,13,23
Module_7608,50,43,68,66
Module_33306,13,21,20,25
Module_7609,49,47,70,68
Module_33307,11,20,24,18
Module_33308,7,14,4,17
Module_29167,14,6,30,17
Module_27450,8,11,6,12
Module_12906,3,2,15,26
Module_27451,3,7,4,13
Module_12907,21,32,29,34
Module_5517,17,21,18,3
Module_5518,18,20,16,22
Module_12908,30,41,47,68
Module_27452,1,2,10,12
Module_27453,0,8,4,0
Module_33309,2,4,8,12
Module_19435,28,32,38,37
Module_7610,4,12,5,2
Module_12909,49,73,67,81
Module_27454,44,32,14,27
Module_27455,6,3,15,14
Module_17329,27,34,53,65
Module_5519,18,15,13,10
Module_17330,34,35,55,72
Module_5520,32,42,56,57
Module_29168,62,72,91,95
Module_27456,26,37,20,28
Module_27457,15,19,35,19
Module_17331,6,4,11,12
Module_27458,26,16,11,26
Module_17332,23,28,31,21
Module_5521,9,9,15,25
Module_17333,22,35,39,25
Module_5522,21,35,73,58
Module_1,4,2,6,2
Module_12910,2,4,8,12
Module_12911,16,30,40,35
Module_22265,14,18,18,21
Module_5523,47,62,99,97
Module_17334,12,27,19,49
Module_12912,16,16,24,15
Module_22266,8,8,4,9
Module_17335,10,0,8,12
Module_17336,6,14,14,19
Module_33310,38,27,44,60
Module_17337,14,18,21,18
Module_12913,9,12,34,25
Module_12914,14,14,12,21
Module_5524,51,76,93,98
Module_22267,16,31,20,22
Module_22268,14,32,17,20
Module_17338,10,10,32,20
Module_22269,32,40,43,52
Module_22270,3,18,20,21
Module_5525,51,70,93,72
Module_22271,2,2,17,7
Module_5526,65,78,95,93
Module_16515,16,13,18,19
Module_3784,30,28,34,25
Module_7611,14,12,36,31
Module_16516,16,16,16,12
Module_12915,6,2,22,18
Module_3785,54,37,61,57
Module_12916,16,31,32,48
Module_16517,21,23,23,20
Module_35483,62,86,49,68
Module_33311,3,0,10,18
Module_17339,19,39,49,51
Module_5527,47,106,98,115
Module_12917,5,2,6,10
Module_5528,38,82,87,90
Module_12918,2,4,20,18
Module_5529,33,29,41,43
Module_5530,71,96,97,144
Module_29169,2,0,12,10
Module_33312,2,7,2,4
Module_5531,36,42,65,79
Module_33313,14,18,29,21
Module_14415,16,26,24,32
Module_5532,2,6,23,24
Module_14416,37,54,40,39
Module_12919,36,48,90,67
Module_29170,2,4,6,17
Module_2,26,37,30,46
Module_7612,38,56,95,66
Module_29171,1,10,11,4
Module_19436,4,6,13,8
Module_33314,11,2,17,18
Module_17340,24,40,68,58
Module_5533,25,33,37,21
Module_7613,5,30,15,19
Module_5534,38,43,44,31
Module_12920,31,37,40,36
Module_29172,7,10,4,2
Module_33315,6,8,4,4
Module_14417,12,12,27,18
Module_33316,9,2,2,2
Module_14418,6,3,16,9
Module_14419,8,0,2,7
Module_3,17,21,21,33
Module_14420,6,8,4,8
Module_4,61,73,113,136
Module_19437,17,25,18,25
Module_14421,17,12,25,37
Module_7614,4,4,8,17
Module_19438,12,24,24,18
Module_14422,11,18,44,10
Module_29173,3,6,9,3
Module_19439,15,15,22,19
Module_29174,0,5,4,4
Module_19440,16,12,4,11
Module_17341,5,2,19,16
Module_5535,4,10,25,20
Module_19441,20,18,8,10
Module_19442,26,35,15,8
Module_17342,16,12,20,30
Module_29175,11,4,8,10
Module_17343,6,2,14,21
Module_5,26,28,17,24
Module_19443,4,8,1,3
Module_14423,10,14,13,15
Module_6,38,46,54,47
Module_17344,8,12,22,10
Module_29176,6,6,12,17
Module_33317,14,20,17,23
Module_5536,2,10,12,11
Module_17345,7,8,12,8
Module_7,12,17,20,20
Module_19444,12,12,6,3
Module_17346,36,36,32,28
Module_27459,3,4,12,13
Module_19445,30,59,9,8
Module_33318,4,1,14,6
Module_17347,9,34,41,44
Module_29177,22,24,26,36
Module_17348,18,24,36,25
Module_29178,16,18,21,28
Module_17349,18,24,43,26
Module_19446,6,12,13,21
Module_19447,2,0,6,8
Module_17350,10,8,34,21
Module_19448,3,2,6,6
Module_5537,29,14,35,45
Module_8,24,27,25,30
Module_5538,32,24,48,57
Module_9,30,32,30,32
Module_5539,29,26,47,56
Module_14424,26,41,28,52
Module_10,38,44,44,45
Module_5540,8,20,14,4
Module_33319,8,4,6,11
Module_27460,12,4,25,25
Module_27461,4,6,10,4
Module_5541,2,14,23,32
Module_11,3,18,30,22
Module_5542,2,12,24,36
Module_12,4,16,31,21
Module_33320,70,68,86,100
Module_13,9,4,7,6
Module_5543,36,64,54,61
Module_27462,1,9,12,12
Module_19449,33,58,38,36
Module_5544,11,10,26,32
Module_33321,23,20,43,35
Module_14,11,12,17,28
Module_15,7,10,10,17
Module_19450,8,18,10,17
Module_17351,6,10,3,9
Module_19451,6,7,11,12
Module_17352,10,19,58,69
Module_19452,3,0,9,10
Module_16,38,52,59,59
Module_27463,11,5,7,5
Module_27464,24,18,24,23
Module_17,16,10,6,9
Module_27465,8,6,16,18
Module_18,10,12,16,20
Module_19,71,144,123,123
Module_20,26,34,63,39
Module_3786,2,2,7,2
Module_37084,51,72,88,82
Module_19453,6,8,8,14
Module_21,63,76,81,84
Module_3787,22,12,23,29
Module_17353,0,5,14,17
Module_3788,25,12,27,28
Module_17354,2,6,10,14
Module_27466,22,30,10,26
Module_17355,11,9,11,8
Module_17356,15,17,39,47
Module_29179,20,18,32,52
Module_17357,25,24,44,36
Module_29180,20,21,34,54
Module_17358,28,24,46,39
Module_29181,19,22,36,58
Module_17359,28,24,46,39
Module_33322,44,80,39,40
Module_19454,13,6,15,22
Module_17360,4,13,9,13
Module_29182,6,10,24,12
Module_27467,19,31,43,21
Module_3789,0,5,12,9
Module_17361,2,7,18,15
Module_33323,36,41,34,28
Module_22,94,112,121,146
Module_27468,33,49,37,28
Module_17362,18,12,19,25
Module_27469,36,46,43,39
Module_33324,12,20,31,35
Module_33325,12,10,9,2
Module_27470,44,37,47,45
Module_33326,11,9,4,8
Module_27471,71,63,90,74
Module_23,67,97,78,129
Module_29183,16,20,22,18
Module_24,52,62,68,97
Module_27472,27,36,29,23
Module_29184,22,28,28,24
Module_27473,30,37,33,25
Module_29185,22,30,32,20
Module_27474,51,79,54,24
Module_29186,2,3,11,6
Module_27475,8,10,24,30
Module_29187,7,18,26,20
Module_27476,6,4,10,7
Module_27477,4,10,10,18
Module_25,103,102,99,117
Module_17363,26,31,44,46
Module_33327,4,6,15,7
Module_3790,6,8,29,18
Module_29188,2,6,17,19
Module_33328,2,5,16,20
Module_3791,6,2,2,4
Module_27478,4,12,12,11
Module_29189,8,18,12,20
Module_12921,12,13,29,32
Module_27479,16,21,26,14
Module_33329,11,4,20,21
Module_33330,6,5,23,9
Module_17364,12,24,36,38
Module_33331,0,4,16,17
Module_17365,18,39,55,47
Module_12922,4,19,33,15
Module_29190,8,8,5,13
Module_12923,27,15,32,38
Module_33332,72,75,119,119
Module_27480,16,13,24,19
Module_12924,6,5,25,11
Module_27481,6,6,25,26
Module_27482,18,24,27,27
Module_33333,16,3,26,15
Module_17366,29,36,68,89
Module_17367,8,10,23,23
Module_26,22,30,30,29
Module_17368,4,2,16,10
Module_27,3,2,13,12
Module_17369,34,47,89,43
Module_33334,82,153,122,148
Module_7615,7,2,9,6
Module_33335,51,104,87,110
Module_28,16,12,14,9
Module_17370,43,83,110,124
Module_29,6,18,14,25
Module_30,29,19,24,10
Module_3792,6,6,5,14
Module_17371,65,60,108,114
Module_3793,0,6,2,6
Module_14425,28,28,37,36
Module_3794,6,10,2,5
Module_14426,40,49,58,69
Module_33336,105,139,163,183
Module_27483,2,6,14,16
Module_22272,6,18,10,29
Module_14427,38,50,81,80
Module_33337,19,17,44,33
Module_31,25,35,43,34
Module_33338,21,23,45,36
Module_32,64,93,93,77
Module_29191,4,0,11,19
Module_29192,8,14,11,15
Module_33,48,72,30,32
Module_27484,8,7,14,13
Module_33339,18,33,36,37
Module_29193,10,8,6,6
Module_33340,24,23,34,23
Module_29194,9,9,24,14
Module_33341,24,19,35,32
Module_34,25,35,32,28
Module_29195,5,11,23,16
Module_35,25,35,33,28
Module_29196,6,11,26,14
Module_33342,23,14,32,36
Module_36,26,40,35,32
Module_33343,22,12,32,36
Module_29197,5,8,25,14
Module_33344,14,11,28,34
Module_29198,6,10,26,11
Module_29199,16,17,11,20
Module_29200,3,5,50,50
Module_33345,37,45,44,44
Module_29201,0,9,21,14
Module_14428,23,37,24,33
Module_29202,44,57,46,42
Module_37,47,74,82,90
Module_17372,22,10,28,29
Module_33346,10,3,12,17
Module_7616,3,8,32,26
Module_17373,31,44,68,60
Module_33347,3,5,10,14
Module_33348,0,2,6,7
Module_29203,2,4,26,13
Module_33349,1,0,14,12
Module_29204,23,24,29,12
Module_33350,2,8,6,2
Module_27485,15,20,23,26
Module_33351,12,12,32,34
Module_29205,22,59,30,28
Module_14429,20,23,43,39
Module_17374,19,31,53,49
Module_29206,6,6,16,2
Module_38,36,57,34,54
Module_29207,38,29,28,30
Module_17375,6,8,20,12
Module_12925,34,46,46,81
Module_3795,17,24,16,24
Module_22273,8,10,12,13
Module_27486,44,73,94,89
Module_14430,27,27,21,29
Module_33352,14,21,27,24
Module_7617,22,37,12,14
Module_22274,38,49,43,83
Module_14431,34,46,42,24
Module_17376,14,21,33,38
Module_39,10,11,20,17
Module_17377,4,4,14,14
Module_40,10,14,18,17
Module_41,26,48,53,43
Module_42,6,9,8,10
Module_33353,4,2,12,15
Module_43,0,6,7,9
Module_17378,29,30,27,29
Module_17379,3,8,8,6
Module_44,5,8,13,17
Module_27487,9,8,20,7
Module_22275,18,19,13,24
Module_45,6,3,22,4
Module_12926,0,2,0,4
Module_22276,14,13,10,22
Module_46,4,12,16,11
Module_17380,20,52,42,50
Module_12927,9,12,44,55
Module_12928,8,8,12,26
Module_47,2,2,12,8
Module_12929,22,14,29,30
Module_12930,22,19,25,6
Module_12931,13,15,20,26
Module_33354,22,20,48,40
Module_12932,8,13,10,15
Module_33355,20,20,46,40
Module_12933,6,7,11,25
Module_17381,16,2,20,38
Module_33356,26,31,33,42
Module_48,4,6,5,13
Module_49,14,14,7,21
Module_12934,8,18,24,21
Module_50,13,12,29,17
Module_51,5,2,14,10
Module_33357,33,32,36,30
Module_27488,2,4,4,4
Module_52,35,37,41,38
Module_53,8,21,31,20
Module_17382,17,10,29,12
Module_27489,10,7,4,7
Module_54,11,15,14,20
Module_55,44,58,66,51
Module_17383,52,71,82,99
Module_56,44,61,70,63
Module_17384,47,64,81,102
Module_57,44,62,68,60
Module_17385,46,64,79,100
Module_58,44,62,68,59
Module_17386,46,64,76,100
Module_27490,49,74,71,56
Module_17387,24,13,35,30
Module_59,18,43,30,27
Module_17388,86,126,156,187
Module_17389,22,43,76,91
Module_60,10,14,16,12
Module_17390,21,43,76,91
Module_61,10,13,15,12
Module_17391,19,41,75,94
Module_62,10,12,14,11
Module_17392,26,40,77,97
Module_63,8,6,21,10
Module_64,10,11,0,2
Module_17393,17,45,54,69
Module_17394,65,107,138,159
Module_17395,21,20,19,18
Module_17396,94,145,157,186
Module_65,5,18,7,8
Module_66,4,2,2,11
Module_17397,18,27,18,39
Module_22277,4,6,16,11
Module_22278,12,20,30,34
Module_3796,12,26,8,21
Module_67,29,25,39,28
Module_5545,44,56,95,54
Module_17398,4,0,9,7
Module_68,82,75,57,82
Module_69,22,20,39,11
Module_70,14,17,12,16
Module_17399,30,34,65,33
Module_71,16,10,18,21
Module_27491,43,82,116,64
Module_72,25,35,22,40
Module_14432,5,4,9,0
Module_29208,37,54,26,16
Module_22279,9,3,8,7
Module_5546,8,12,66,48
Module_12935,12,10,19,11
Module_12936,14,16,32,11
Module_27492,12,9,20,28
Module_73,20,54,35,32
Module_27493,12,10,20,27
Module_74,26,74,43,34
Module_27494,8,10,13,19
Module_12937,40,39,83,48
Module_12938,25,34,14,8
Module_75,36,43,52,45
Module_17400,4,12,23,7
Module_5547,14,14,8,6
Module_17401,4,20,20,39
Module_5548,39,58,43,50
Module_17402,2,6,10,11
Module_17403,5,4,12,10
Module_76,6,26,38,36
Module_27495,6,6,12,14
Module_77,14,18,10,18
Module_14433,2,2,8,11
Module_78,34,47,47,43
Module_14434,2,7,10,1
Module_79,12,21,28,29
Module_80,37,37,46,30
Module_5549,9,7,15,21
Module_14435,4,4,16,12
Module_14436,32,14,27,24
Module_12939,6,13,34,17
Module_81,12,15,17,27
Module_14437,3,4,10,12
Module_82,8,9,14,25
Module_17404,8,2,10,6
Module_12940,10,9,21,6
Module_22280,2,2,8,4
Module_17405,10,24,30,51
Module_12941,45,49,68,70
Module_12942,12,17,31,30
Module_29209,64,42,52,97
Module_14438,53,69,80,88
Module_14439,28,46,48,52
Module_14440,46,54,62,47
Module_12943,69,88,128,161
Module_14441,27,34,26,29
Module_17406,6,15,38,25
Module_14442,22,14,48,63
Module_17407,10,4,9,6
Module_5550,62,61,88,71
Module_22281,23,36,42,22
Module_22282,47,69,123,125
Module_17408,17,19,23,26
Module_5551,50,86,87,91
Module_17409,21,28,38,38
Module_14443,29,22,60,37
Module_5552,22,34,36,35
Module_12944,66,98,111,144
Module_5553,7,2,18,15
Module_83,31,52,33,45
Module_17410,38,71,88,94
Module_17411,34,39,74,55
Module_22283,55,78,75,100
Module_22284,12,9,11,46
Module_17412,18,33,52,78
Module_17413,55,76,115,89
Module_22285,10,4,8,11
Module_5554,21,26,32,43
Module_12945,52,55,68,95
Module_5555,16,18,26,34
Module_12946,27,16,26,35
Module_14444,20,17,32,18
Module_17414,17,39,29,32
Module_33358,22,24,16,33
Module_17415,18,38,30,33
Module_17416,10,15,47,28
Module_17417,27,36,53,49
Module_33359,15,14,20,12
Module_17418,58,77,113,152
Module_33360,20,38,35,36
Module_14445,14,21,13,13
Module_22286,3,2,25,8
Module_14446,4,7,14,11
Module_84,20,24,27,11
Module_14447,9,11,20,15
Module_85,21,25,26,14
Module_5556,22,14,13,15
Module_86,22,23,24,14
Module_5557,25,16,9,13
Module_12947,2,0,21,8
Module_14448,26,46,30,33
Module_12948,18,36,31,47
Module_5558,31,22,36,27
Module_14449,4,2,16,20
Module_22287,12,13,15,20
Module_17419,0,2,1,6
Module_33361,1,4,10,8
Module_87,9,8,26,19
Module_33362,9,11,18,10
Module_88,8,8,28,19
Module_12949,7,0,3,13
Module_33363,0,2,7,7
Module_14450,38,58,36,12
Module_5559,4,6,3,9
Module_33364,18,13,7,7
Module_17420,4,0,1,11
Module_33365,5,14,14,15
Module_33366,4,10,20,18
