Module,6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq_REPLICANT.2,12hrs.ATACSeq_REPLICANT.1,12hrs.ATACSeq_REPLICANT.2
Module_3778,33,47,41,52
Module_17321,14,16,10,14
Module_3779,47,55,60,72
Module_29166,50,39,42,66
Module_3780,8,10,8,2
Module_12888,8,14,10,12
Module_35479,12,14,11,19
Module_27444,24,31,12,23
Module_35480,12,11,9,20
Module_27445,32,49,15,35
Module_31182,12,4,7,12
Module_27446,49,50,24,59
Module_19431,83,110,128,90
Module_27447,33,44,39,48
Module_7597,37,46,32,30
Module_12889,13,18,12,19
Module_7598,41,44,34,65
Module_17322,30,50,24,26
Module_12890,21,38,11,25
Module_7599,39,36,29,60
Module_17323,40,56,28,29
Module_7600,34,32,31,60
Module_17324,66,84,41,51
Module_7601,12,16,26,40
Module_31183,22,21,28,25
Module_17325,89,92,53,58
Module_31184,21,27,29,32
Module_17326,187,185,118,115
Module_27448,12,17,12,6
Module_31185,37,48,37,43
Module_31186,5,6,18,9
Module_7602,38,42,24,16
Module_16511,42,44,56,53
Module_31187,6,2,12,8
Module_16512,38,39,48,50
Module_27449,6,0,7,6
Module_12891,84,111,56,101
Module_3781,8,7,8,23
Module_35481,6,11,17,19
Module_19432,0,4,9,10
Module_12892,16,31,17,17
Module_14411,51,64,32,36
Module_16513,8,8,6,0
Module_14412,22,26,16,19
Module_31188,16,10,31,22
Module_35482,4,0,10,2
Module_17327,56,62,62,66
Module_33302,45,69,47,60
Module_5505,38,24,21,58
Module_3782,8,4,7,7
Module_14413,19,22,5,8
Module_31189,2,6,12,10
Module_14414,18,20,7,8
Module_22264,25,45,28,48
Module_5506,7,15,9,6
Module_5507,26,20,11,12
Module_12893,33,34,20,22
Module_5508,16,16,11,17
Module_12894,32,34,20,22
Module_31190,12,26,25,26
Module_5509,12,15,9,17
Module_31191,13,26,30,28
Module_12895,40,37,38,40
Module_31192,16,26,31,32
Module_12896,38,37,37,39
Module_31193,16,23,34,31
Module_12897,18,13,18,25
Module_31194,8,11,26,25
Module_16514,12,12,17,20
Module_19433,2,9,4,20
Module_5510,46,50,58,56
Module_17328,9,12,10,5
Module_5511,43,49,52,57
Module_7603,8,2,1,4
Module_12898,12,18,13,28
Module_5512,65,56,75,74
Module_7604,6,2,2,12
Module_12899,37,23,40,17
Module_5513,29,53,24,62
Module_19434,20,18,25,36
Module_7605,14,12,13,7
Module_3783,24,34,19,20
Module_12900,6,10,10,6
Module_7606,12,22,16,18
Module_5514,58,88,66,60
Module_12901,29,30,24,27
Module_5515,62,93,69,63
Module_12902,29,30,24,24
Module_5516,62,91,69,62
Module_12903,31,35,35,29
Module_12904,39,49,33,44
Module_12905,31,28,15,17
Module_33303,6,8,4,4
Module_33304,14,12,17,20
Module_7607,67,65,43,34
Module_33305,14,10,12,20
Module_7608,71,70,50,43
Module_33306,5,8,13,21
Module_7609,64,67,49,47
Module_33307,10,10,11,20
Module_33308,7,12,7,14
Module_29167,2,5,14,6
Module_27450,12,6,8,11
Module_12906,12,6,3,2
Module_27451,6,8,3,7
Module_12907,15,21,21,32
Module_5517,11,19,17,21
Module_5518,24,27,18,20
Module_12908,28,31,30,41
Module_27452,0,4,1,2
Module_27453,3,6,0,8
Module_33309,10,9,2,4
Module_19435,18,18,28,32
Module_7610,12,10,4,12
Module_12909,62,70,49,73
Module_27454,31,34,44,32
Module_27455,12,7,6,3
Module_17329,43,37,27,34
Module_5519,9,10,18,15
Module_17330,42,47,34,35
Module_5520,36,53,32,42
Module_29168,66,69,62,72
Module_27456,26,43,26,37
Module_27457,20,25,15,19
Module_17331,0,10,6,4
Module_27458,13,24,26,16
Module_17332,31,39,23,28
Module_5521,14,17,9,9
Module_17333,35,35,22,35
Module_5522,32,30,21,35
Module_1,4,4,4,2
Module_12910,14,5,2,4
Module_12911,34,24,16,30
Module_22265,14,15,14,18
Module_5523,65,77,47,62
Module_17334,16,16,12,27
Module_12912,12,20,16,16
Module_22266,4,4,8,8
Module_17335,7,7,10,0
Module_17336,14,19,6,14
Module_33310,26,53,38,27
Module_17337,6,5,14,18
Module_12913,7,6,9,12
Module_12914,11,14,14,14
Module_5524,71,72,51,76
Module_22267,18,29,16,31
Module_22268,26,18,14,32
Module_17338,14,9,10,10
Module_22269,26,32,32,40
Module_22270,15,16,3,18
Module_5525,35,35,51,70
Module_22271,2,4,2,2
Module_5526,86,93,65,78
Module_16515,18,10,16,13
Module_3784,20,35,30,28
Module_7611,12,12,14,12
Module_16516,23,12,16,16
Module_12915,7,4,6,2
Module_3785,48,57,54,37
Module_12916,35,39,16,31
Module_16517,20,24,21,23
Module_35483,42,45,62,86
Module_33311,4,0,3,0
Module_17339,23,30,19,39
Module_5527,89,106,47,106
Module_12917,14,9,5,2
Module_5528,86,97,38,82
Module_12918,16,21,2,4
Module_5529,30,41,33,29
Module_5530,82,105,71,96
Module_29169,2,0,2,0
Module_33312,6,12,2,7
Module_5531,45,53,36,42
Module_33313,17,19,14,18
Module_14415,18,34,16,26
Module_5532,8,4,2,6
Module_14416,50,78,37,54
Module_12919,36,58,36,48
Module_29170,4,1,2,4
Module_2,13,22,26,37
Module_7612,42,68,38,56
Module_29171,6,8,1,10
Module_19436,4,13,4,6
Module_33314,2,8,11,2
Module_17340,52,66,24,40
Module_5533,29,35,25,33
Module_7613,39,36,5,30
Module_5534,28,42,38,43
Module_12920,40,38,31,37
Module_29172,4,2,7,10
Module_33315,4,12,6,8
Module_14417,15,9,12,12
Module_33316,4,10,9,2
Module_14418,4,4,6,3
Module_14419,13,7,8,0
Module_3,21,17,17,21
Module_14420,3,7,6,8
Module_4,48,58,61,73
Module_19437,4,6,17,25
Module_14421,24,26,17,12
Module_7614,6,0,4,4
Module_19438,4,4,12,24
Module_14422,26,16,11,18
Module_29173,8,8,3,6
Module_19439,4,26,15,15
Module_29174,6,3,0,5
Module_19440,15,14,16,12
Module_17341,7,16,5,2
Module_5535,8,15,4,10
Module_19441,8,0,20,18
Module_19442,18,13,26,35
Module_17342,26,40,16,12
Module_29175,8,6,11,4
Module_17343,0,4,6,2
Module_5,10,14,26,28
Module_19443,0,0,4,8
Module_14423,19,11,10,14
Module_6,40,33,38,46
Module_17344,15,19,8,12
Module_29176,7,6,6,6
Module_33317,23,22,14,20
Module_5536,22,12,2,10
Module_17345,12,7,7,8
Module_7,14,10,12,17
Module_19444,4,7,12,12
Module_17346,30,16,36,36
Module_27459,8,4,3,4
Module_19445,21,30,30,59
Module_33318,2,2,4,1
Module_17347,25,35,9,34
Module_29177,24,42,22,24
Module_17348,18,33,18,24
Module_29178,21,35,16,18
Module_17349,19,37,18,24
Module_19446,12,16,6,12
Module_19447,4,8,2,0
Module_17350,8,12,10,8
Module_19448,2,1,3,2
Module_5537,11,8,29,14
Module_8,18,25,24,27
Module_5538,14,9,32,24
Module_9,20,27,30,32
Module_5539,12,8,29,26
Module_14424,33,26,26,41
Module_10,22,30,38,44
Module_5540,11,28,8,20
Module_33319,12,8,8,4
Module_27460,16,16,12,4
Module_27461,10,2,4,6
Module_5541,8,10,2,14
Module_11,15,5,3,18
Module_5542,8,9,2,12
Module_12,14,4,4,16
Module_33320,52,57,70,68
Module_13,8,2,9,4
Module_5543,69,67,36,64
Module_27462,2,2,1,9
Module_19449,33,42,33,58
Module_5544,6,13,11,10
Module_33321,20,23,23,20
Module_14,10,21,11,12
Module_15,6,5,7,10
Module_19450,12,10,8,18
Module_17351,13,19,6,10
Module_19451,4,4,6,7
Module_17352,8,30,10,19
Module_19452,2,1,3,0
Module_16,38,54,38,52
Module_27463,6,7,11,5
Module_27464,16,20,24,18
Module_17,1,7,16,10
Module_27465,5,0,8,6
Module_18,4,2,10,12
Module_19,108,93,71,144
Module_20,50,31,26,34
Module_3786,8,8,2,2
Module_37084,31,56,51,72
Module_19453,8,8,6,8
Module_21,65,102,63,76
Module_3787,25,15,22,12
Module_17353,6,2,0,5
Module_3788,28,15,25,12
Module_17354,4,4,2,6
Module_27466,10,12,22,30
Module_17355,2,4,11,9
Module_17356,6,16,15,17
Module_29179,12,20,20,18
Module_17357,38,29,25,24
Module_29180,12,22,20,21
Module_17358,45,34,28,24
Module_29181,12,22,19,22
Module_17359,46,35,28,24
Module_33322,42,63,44,80
Module_19454,7,1,13,6
Module_17360,4,15,4,13
Module_29182,0,10,6,10
Module_27467,23,22,19,31
Module_3789,0,6,0,5
Module_17361,14,16,2,7
Module_33323,26,30,36,41
Module_22,81,93,94,112
Module_27468,18,24,33,49
Module_17362,24,22,18,12
Module_27469,24,36,36,46
Module_33324,22,24,12,20
Module_33325,8,8,12,10
Module_27470,36,29,44,37
Module_33326,6,8,11,9
Module_27471,50,59,71,63
Module_23,72,116,67,97
Module_29183,16,7,16,20
Module_24,53,80,52,62
Module_27472,36,29,27,36
Module_29184,27,18,22,28
Module_27473,37,30,30,37
Module_29185,30,24,22,30
Module_27474,52,41,51,79
Module_29186,0,10,2,3
Module_27475,4,7,8,10
Module_29187,15,12,7,18
Module_27476,8,10,6,4
Module_27477,2,6,4,10
Module_25,74,96,103,102
Module_17363,24,26,26,31
Module_33327,2,9,4,6
Module_3790,4,13,6,8
Module_29188,2,2,2,6
Module_33328,4,12,2,5
Module_3791,12,2,6,2
Module_27478,5,0,4,12
Module_29189,6,11,8,18
Module_12921,0,6,12,13
Module_27479,24,13,16,21
Module_33329,4,3,11,4
Module_33330,4,2,6,5
Module_17364,32,24,12,24
Module_33331,4,4,0,4
Module_17365,21,50,18,39
Module_12922,12,11,4,19
Module_29190,0,1,8,8
Module_12923,24,32,27,15
Module_33332,70,82,72,75
Module_27480,3,9,16,13
Module_12924,13,2,6,5
Module_27481,9,17,6,6
Module_27482,41,65,18,24
Module_33333,9,6,16,3
Module_17366,42,44,29,36
Module_17367,48,24,8,10
Module_26,22,28,22,30
Module_17368,6,10,4,2
Module_27,2,7,3,2
Module_17369,60,46,34,47
Module_33334,137,125,82,153
Module_7615,4,3,7,2
Module_33335,111,98,51,104
Module_28,6,11,16,12
Module_17370,77,114,43,83
Module_29,12,13,6,18
Module_30,4,17,29,19
Module_3792,0,3,6,6
Module_17371,138,120,65,60
Module_3793,4,5,0,6
Module_14425,31,25,28,28
Module_3794,6,3,6,10
Module_14426,70,58,40,49
Module_33336,151,167,105,139
Module_27483,10,12,2,6
Module_22272,16,16,6,18
Module_14427,64,68,38,50
Module_33337,19,17,19,17
Module_31,14,24,25,35
Module_33338,21,16,21,23
Module_32,29,54,64,93
Module_29191,2,5,4,0
Module_29192,5,2,8,14
Module_33,30,26,48,72
Module_27484,10,14,8,7
Module_33339,29,34,18,33
Module_29193,6,8,10,8
Module_33340,15,9,24,23
Module_29194,6,18,9,9
Module_33341,8,18,24,19
Module_34,28,29,25,35
Module_29195,8,16,5,11
Module_35,29,29,25,35
Module_29196,9,15,6,11
Module_33342,6,19,23,14
Module_36,33,34,26,40
Module_33343,7,19,22,12
Module_29197,11,15,5,8
Module_33344,11,21,14,11
Module_29198,9,4,6,10
Module_29199,6,10,16,17
Module_29200,18,22,3,5
Module_33345,33,52,37,45
Module_29201,6,6,0,9
Module_14428,14,45,23,37
Module_29202,14,20,44,57
Module_37,41,63,47,74
Module_17372,37,34,22,10
Module_33346,5,4,10,3
Module_7616,0,4,3,8
Module_17373,46,49,31,44
Module_33347,14,16,3,5
Module_33348,6,2,0,2
Module_29203,0,1,2,4
Module_33349,6,13,1,0
Module_29204,6,7,23,24
Module_33350,5,9,2,8
Module_27485,13,11,15,20
Module_33351,10,18,12,12
Module_29205,12,20,22,59
Module_14429,18,17,20,23
Module_17374,35,22,19,31
Module_29206,4,0,6,6
Module_38,30,32,36,57
Module_29207,14,19,38,29
Module_17375,11,6,6,8
Module_12925,42,56,34,46
Module_3795,18,23,17,24
Module_22273,13,6,8,10
Module_27486,34,57,44,73
Module_14430,12,23,27,27
Module_33352,16,24,14,21
Module_7617,22,30,22,37
Module_22274,72,45,38,49
Module_14431,36,51,34,46
Module_17376,7,4,14,21
Module_39,6,2,10,11
Module_17377,14,16,4,4
Module_40,8,2,10,14
Module_41,22,20,26,48
Module_42,4,0,6,9
Module_33353,5,13,4,2
Module_43,4,2,0,6
Module_17378,40,32,29,30
Module_17379,3,2,3,8
Module_44,9,4,5,8
Module_27487,4,6,9,8
Module_22275,15,24,18,19
Module_45,0,2,6,3
Module_12926,0,2,0,2
Module_22276,13,19,14,13
Module_46,0,3,4,12
Module_17380,20,30,20,52
Module_12927,6,11,9,12
Module_12928,10,12,8,8
Module_47,14,16,2,2
Module_12929,17,17,22,14
Module_12930,21,23,22,19
Module_12931,16,10,13,15
Module_33354,36,27,22,20
Module_12932,12,8,8,13
Module_33355,32,25,20,20
Module_12933,10,0,6,7
Module_17381,16,22,16,2
Module_33356,20,26,26,31
Module_48,0,2,4,6
Module_49,4,4,14,14
Module_12934,2,10,8,18
Module_50,3,11,13,12
Module_51,6,3,5,2
Module_33357,35,31,33,32
Module_27488,1,5,2,4
Module_52,49,64,35,37
Module_53,36,28,8,21
Module_17382,27,25,17,10
Module_27489,0,3,10,7
Module_54,8,19,11,15
Module_55,56,53,44,58
Module_17383,61,70,52,71
Module_56,52,55,44,61
Module_17384,64,72,47,64
Module_57,53,51,44,62
Module_17385,64,70,46,64
Module_58,51,51,44,62
Module_17386,64,69,46,64
Module_27490,50,57,49,74
Module_17387,41,20,24,13
Module_59,25,34,18,43
Module_17388,179,144,86,126
Module_17389,73,81,22,43
Module_60,18,8,10,14
Module_17390,71,81,21,43
Module_61,18,8,10,13
Module_17391,68,81,19,41
Module_62,19,8,10,12
Module_17392,66,91,26,40
Module_63,21,13,8,6
Module_64,4,2,10,11
Module_17393,34,60,17,45
Module_17394,124,139,65,107
Module_17395,33,37,21,20
Module_17396,144,128,94,145
Module_65,18,24,5,18
Module_66,6,1,4,2
Module_17397,9,20,18,27
Module_22277,10,16,4,6
Module_22278,14,15,12,20
Module_3796,16,16,12,26
Module_67,18,20,29,25
Module_5545,33,36,44,56
Module_17398,6,3,4,0
Module_68,46,63,82,75
Module_69,15,14,22,20
Module_70,9,13,14,17
Module_17399,34,32,30,34
Module_71,10,22,16,10
Module_27491,90,100,43,82
Module_72,37,24,25,35
Module_14432,2,1,5,4
Module_29208,16,28,37,54
Module_22279,10,1,9,3
Module_5546,22,12,8,12
Module_12935,9,12,12,10
Module_12936,16,14,14,16
Module_27492,24,29,12,9
Module_73,41,47,20,54
Module_27493,24,27,12,10
Module_74,51,57,26,74
Module_27494,10,20,8,10
Module_12937,26,47,40,39
Module_12938,21,33,25,34
Module_75,22,46,36,43
Module_17400,14,12,4,12
Module_5547,11,12,14,14
Module_17401,11,5,4,20
Module_5548,48,45,39,58
Module_17402,8,4,2,6
Module_17403,0,0,5,4
Module_76,10,12,6,26
Module_27495,2,8,6,6
Module_77,8,20,14,18
Module_14433,5,2,2,2
Module_78,22,23,34,47
Module_14434,21,10,2,7
Module_79,9,13,12,21
Module_80,29,26,37,37
Module_5549,4,10,9,7
Module_14435,8,10,4,4
Module_14436,24,22,32,14
Module_12939,10,24,6,13
Module_81,18,14,12,15
Module_14437,2,11,3,4
Module_82,14,13,8,9
Module_17404,0,3,8,2
Module_12940,8,19,10,9
Module_22280,0,0,2,2
Module_17405,10,10,10,24
Module_12941,40,58,45,49
Module_12942,11,18,12,17
Module_29209,43,55,64,42
Module_14438,68,84,53,69
Module_14439,34,49,28,46
Module_14440,63,54,46,54
Module_12943,118,153,69,88
Module_14441,34,32,27,34
Module_17406,11,18,6,15
Module_14442,21,39,22,14
Module_17407,9,15,10,4
Module_5550,56,42,62,61
Module_22281,22,42,23,36
Module_22282,36,65,47,69
Module_17408,19,30,17,19
Module_5551,73,76,50,86
Module_17409,28,62,21,28
Module_14443,21,25,29,22
Module_5552,20,32,22,34
Module_12944,137,121,66,98
Module_5553,4,4,7,2
Module_83,36,48,31,52
Module_17410,54,86,38,71
Module_17411,28,36,34,39
Module_22283,59,120,55,78
Module_22284,12,24,12,9
Module_17412,26,18,18,33
Module_17413,125,162,55,76
Module_22285,4,12,10,4
Module_5554,25,21,21,26
Module_12945,42,96,52,55
Module_5555,24,18,16,18
Module_12946,35,46,27,16
Module_14444,31,36,20,17
Module_17414,39,41,17,39
Module_33358,32,30,22,24
Module_17415,42,47,18,38
Module_17416,14,31,10,15
Module_17417,32,30,27,36
Module_33359,2,5,15,14
Module_17418,64,59,58,77
Module_33360,18,29,20,38
Module_14445,20,18,14,21
Module_22286,0,0,3,2
Module_14446,7,1,4,7
Module_84,25,30,20,24
Module_14447,8,10,9,11
Module_85,25,30,21,25
Module_5556,6,16,22,14
Module_86,25,29,22,23
Module_5557,6,11,25,16
Module_12947,4,10,2,0
Module_14448,43,35,26,46
Module_12948,15,24,18,36
Module_5558,12,26,31,22
Module_14449,9,14,4,2
Module_22287,18,18,12,13
Module_17419,2,8,0,2
Module_33361,8,4,1,4
Module_87,18,12,9,8
Module_33362,7,3,9,11
Module_88,21,19,8,8
Module_12949,7,8,7,0
Module_33363,2,1,0,2
Module_14450,66,107,38,58
Module_5559,6,8,4,6
Module_33364,6,11,18,13
Module_17420,0,2,4,0
Module_33365,14,14,5,14
Module_33366,21,8,4,10
