Module,24hrs.ATACSeq_REPLICANT.1,24hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq_REPLICANT.2
Module_12884,15,2,19,18
Module_19429,26,14,36,39
Module_17315,0,7,14,18
Module_12885,40,39,82,71
Module_14409,17,8,30,34
Module_17316,14,8,32,27
Module_12886,29,21,23,40
Module_16509,25,27,12,23
Module_35478,29,18,41,38
Module_5502,52,34,102,138
Module_12887,22,23,72,62
Module_5503,38,11,65,103
Module_22257,13,7,11,16
Module_5504,17,7,29,45
Module_22258,9,3,14,16
Module_17317,4,2,9,6
Module_27439,19,8,26,14
Module_22259,17,10,32,24
Module_22260,4,4,15,12
Module_27440,8,4,11,16
Module_22261,4,6,14,22
Module_7595,12,12,19,12
Module_7596,8,11,14,27
Module_22262,4,7,11,14
Module_27441,43,46,70,58
Module_14410,8,2,21,12
Module_27442,6,4,22,15
Module_31180,23,22,28,33
Module_27443,4,4,17,8
Module_31181,21,13,22,25
Module_19430,5,9,22,10
Module_17318,4,11,10,10
Module_17319,6,14,36,29
Module_16510,5,4,4,4
Module_29165,34,15,31,30
Module_22263,7,6,18,18
Module_3777,46,37,28,28
Module_17320,3,11,15,12
Module_3778,43,33,19,21
Module_17321,4,12,18,13
Module_3779,67,52,40,36
Module_29166,28,28,61,67
Module_3780,8,4,9,6
Module_12888,11,16,19,8
Module_35479,23,6,28,17
Module_27444,19,10,17,20
Module_35480,24,8,26,13
Module_27445,22,27,41,40
Module_31182,22,14,11,10
Module_27446,21,40,71,55
Module_19431,79,58,116,113
Module_27447,33,12,77,70
Module_7597,39,19,58,52
Module_12889,11,7,47,63
Module_7598,35,17,52,46
Module_17322,17,16,42,40
Module_12890,12,11,45,59
Module_7599,27,13,46,39
Module_17323,18,22,47,44
Module_7600,28,14,44,37
Module_17324,29,36,65,67
Module_7601,6,12,24,24
Module_31183,19,26,12,24
Module_17325,52,50,78,99
Module_31184,22,30,15,30
Module_17326,104,94,174,211
Module_27448,5,4,6,8
Module_31185,44,33,40,43
Module_31186,10,0,5,8
Module_7602,27,16,37,34
Module_16511,81,88,147,162
Module_31187,6,0,8,6
Module_16512,75,74,135,129
Module_27449,7,12,15,6
Module_12891,64,41,96,129
Module_3781,2,12,12,12
Module_35481,15,14,12,4
Module_19432,2,6,7,6
Module_12892,10,15,21,25
Module_14411,42,22,48,30
Module_16513,6,2,2,2
Module_14412,18,11,38,20
Module_31188,34,18,30,26
Module_35482,4,6,6,16
Module_17327,47,46,103,85
Module_33302,54,33,38,49
Module_5505,41,18,31,43
Module_3782,7,9,12,25
Module_14413,8,3,20,25
Module_31189,8,4,11,5
Module_14414,8,1,25,23
Module_22264,51,28,57,83
Module_5506,6,3,20,22
Module_5507,12,14,25,19
Module_12893,29,12,38,40
Module_5508,7,18,20,20
Module_12894,29,12,38,40
Module_31190,23,13,36,36
Module_5509,3,16,20,21
Module_31191,24,15,36,40
Module_12895,31,14,47,51
Module_31192,24,14,37,47
Module_12896,30,14,48,49
Module_31193,26,14,36,49
Module_12897,14,4,27,19
Module_31194,20,11,14,35
Module_16514,14,6,18,11
Module_19433,10,15,6,5
Module_5510,22,15,64,36
Module_17328,14,4,12,14
Module_5511,20,14,64,34
Module_7603,10,8,12,11
Module_12898,9,3,13,22
Module_5512,62,46,48,61
Module_7604,2,5,18,7
Module_12899,25,8,20,10
Module_5513,26,34,65,51
Module_19434,19,16,29,12
Module_7605,14,11,11,11
Module_3783,23,23,22,32
Module_12900,4,6,23,4
Module_7606,10,12,47,58
Module_5514,42,34,19,28
Module_12901,19,8,43,21
Module_5515,45,34,18,25
Module_12902,18,8,40,21
Module_5516,44,34,18,25
Module_12903,19,18,55,37
Module_12904,40,22,53,28
Module_12905,20,20,46,34
Module_33303,10,0,13,18
Module_33304,5,8,14,24
Module_7607,37,27,58,62
Module_33305,2,8,13,23
Module_7608,38,29,68,66
Module_33306,8,8,20,25
Module_7609,39,31,70,68
Module_33307,26,20,24,18
Module_33308,12,4,4,17
Module_29167,20,0,30,17
Module_27450,8,4,6,12
Module_12906,4,4,15,26
Module_27451,3,5,4,13
Module_12907,13,22,29,34
Module_5517,23,13,18,3
Module_5518,16,0,16,22
Module_12908,27,18,47,68
Module_27452,3,0,10,12
Module_27453,4,7,4,0
Module_33309,4,6,8,12
Module_19435,39,33,38,37
Module_7610,5,4,5,2
Module_12909,56,54,67,81
Module_27454,20,21,14,27
Module_27455,13,7,15,14
Module_17329,35,18,53,65
Module_5519,17,11,13,10
Module_17330,40,13,55,72
Module_5520,35,26,56,57
Module_29168,48,33,91,95
Module_27456,12,20,20,28
Module_27457,20,4,35,19
Module_17331,6,2,11,12
Module_27458,22,13,11,26
Module_17332,14,8,31,21
Module_5521,11,8,15,25
Module_17333,15,10,39,25
Module_5522,39,14,73,58
Module_1,4,2,6,2
Module_12910,14,3,8,12
Module_12911,16,8,40,35
Module_22265,10,16,18,21
Module_5523,56,65,99,97
Module_17334,24,23,19,49
Module_12912,16,4,24,15
Module_22266,3,0,4,9
Module_17335,7,9,8,12
Module_17336,5,7,14,19
Module_33310,21,25,44,60
Module_17337,8,4,21,18
Module_12913,13,14,34,25
Module_12914,15,8,12,21
Module_5524,44,48,93,98
Module_22267,18,20,20,22
Module_22268,24,10,17,20
Module_17338,14,8,32,20
Module_22269,19,23,43,52
Module_22270,19,6,20,21
Module_5525,37,29,93,72
Module_22271,12,4,17,7
Module_5526,62,40,95,93
Module_16515,12,4,18,19
Module_3784,31,44,34,25
Module_7611,18,6,36,31
Module_16516,13,8,16,12
Module_12915,3,6,22,18
Module_3785,35,24,61,57
Module_12916,32,17,32,48
Module_16517,22,20,23,20
Module_35483,78,24,49,68
Module_33311,6,0,10,18
Module_17339,17,16,49,51
Module_5527,65,34,98,115
Module_12917,6,13,6,10
Module_5528,51,28,87,90
Module_12918,10,3,20,18
Module_5529,30,17,41,43
Module_5530,69,47,97,144
Module_29169,0,0,12,10
Module_33312,12,8,2,4
Module_5531,71,24,65,79
Module_33313,20,8,29,21
Module_14415,24,5,24,32
Module_5532,18,3,23,24
Module_14416,42,10,40,39
Module_12919,38,35,90,67
Module_29170,4,2,6,17
Module_2,20,20,30,46
Module_7612,35,28,95,66
Module_29171,11,8,11,4
Module_19436,8,4,13,8
Module_33314,6,12,17,18
Module_17340,27,21,68,58
Module_5533,22,17,37,21
Module_7613,12,5,15,19
Module_5534,26,25,44,31
Module_12920,19,16,40,36
Module_29172,4,2,4,2
Module_33315,2,4,4,4
Module_14417,10,4,27,18
Module_33316,4,4,2,2
Module_14418,6,0,16,9
Module_14419,3,6,2,7
Module_3,14,15,21,33
Module_14420,2,9,4,8
Module_4,46,48,113,136
Module_19437,17,22,18,25
Module_14421,18,11,25,37
Module_7614,10,2,8,17
Module_19438,17,14,24,18
Module_14422,20,7,44,10
Module_29173,0,0,9,3
Module_19439,23,10,22,19
Module_29174,4,5,4,4
Module_19440,11,2,4,11
Module_17341,14,8,19,16
Module_5535,6,8,25,20
Module_19441,10,8,8,10
Module_19442,16,12,15,8
Module_17342,10,4,20,30
Module_29175,2,6,8,10
Module_17343,4,3,14,21
Module_5,11,8,17,24
Module_19443,6,0,1,3
Module_14423,12,8,13,15
Module_6,30,30,54,47
Module_17344,2,4,22,10
Module_29176,4,6,12,17
Module_33317,12,12,17,23
Module_5536,8,4,12,11
Module_17345,4,6,12,8
Module_7,27,11,20,20
Module_19444,4,5,6,3
Module_17346,14,14,32,28
Module_27459,0,0,12,13
Module_19445,26,24,9,8
Module_33318,4,8,14,6
Module_17347,20,23,41,44
Module_29177,30,29,26,36
Module_17348,4,6,36,25
Module_29178,28,24,21,28
Module_17349,7,7,43,26
Module_19446,22,6,13,21
Module_19447,7,2,6,8
Module_17350,13,16,34,21
Module_19448,10,6,6,6
Module_5537,31,16,35,45
Module_8,17,12,25,30
Module_5538,36,20,48,57
Module_9,20,14,30,32
Module_5539,32,25,47,56
Module_14424,32,12,28,52
Module_10,30,16,44,45
Module_5540,8,8,14,4
Module_33319,14,0,6,11
Module_27460,14,9,25,25
Module_27461,4,2,10,4
Module_5541,20,18,23,32
Module_11,7,5,30,22
Module_5542,19,15,24,36
Module_12,6,3,31,21
Module_33320,47,35,86,100
Module_13,3,2,7,6
Module_5543,52,40,54,61
Module_27462,8,5,12,12
Module_19449,37,39,38,36
Module_5544,14,8,26,32
Module_33321,23,8,43,35
Module_14,10,8,17,28
Module_15,9,2,10,17
Module_19450,10,2,10,17
Module_17351,17,4,3,9
Module_19451,6,3,11,12
Module_17352,17,13,58,69
Module_19452,2,2,9,10
Module_16,27,36,59,59
Module_27463,6,14,7,5
Module_27464,16,14,24,23
Module_17,2,8,6,9
Module_27465,12,6,16,18
Module_18,14,14,16,20
Module_19,96,77,123,123
Module_20,37,14,63,39
Module_3786,0,7,7,2
Module_37084,64,69,88,82
Module_19453,4,6,8,14
Module_21,53,50,81,84
Module_3787,20,24,23,29
Module_17353,12,6,14,17
Module_3788,21,26,27,28
Module_17354,12,4,10,14
Module_27466,10,12,10,26
Module_17355,6,4,11,8
Module_17356,18,2,39,47
Module_29179,19,14,32,52
Module_17357,15,16,44,36
Module_29180,20,14,34,54
Module_17358,16,16,46,39
Module_29181,20,14,36,58
Module_17359,16,16,46,39
Module_33322,33,44,39,40
Module_19454,12,4,15,22
Module_17360,8,6,9,13
Module_29182,9,4,24,12
Module_27467,18,16,43,21
Module_3789,2,0,12,9
Module_17361,12,2,18,15
Module_33323,22,17,34,28
Module_22,78,57,121,146
Module_27468,33,28,37,28
Module_17362,18,10,19,25
Module_27469,31,18,43,39
Module_33324,12,12,31,35
Module_33325,6,6,9,2
Module_27470,41,24,47,45
Module_33326,10,4,4,8
Module_27471,64,58,90,74
Module_23,64,45,78,129
Module_29183,25,21,22,18
Module_24,36,37,68,97
Module_27472,25,17,29,23
Module_29184,40,17,28,24
Module_27473,26,17,33,25
Module_29185,45,18,32,20
Module_27474,37,22,54,24
Module_29186,4,6,11,6
Module_27475,13,6,24,30
Module_29187,15,14,26,20
Module_27476,7,2,10,7
Module_27477,8,6,10,18
Module_25,80,58,99,117
Module_17363,26,17,44,46
Module_33327,3,6,15,7
Module_3790,20,16,29,18
Module_29188,6,4,17,19
Module_33328,14,8,16,20
Module_3791,10,7,2,4
Module_27478,7,3,12,11
Module_29189,22,12,12,20
Module_12921,12,4,29,32
Module_27479,5,10,26,14
Module_33329,4,4,20,21
Module_33330,6,3,23,9
Module_17364,20,6,36,38
Module_33331,14,6,16,17
Module_17365,16,19,55,47
Module_12922,8,2,33,15
Module_29190,2,0,5,13
Module_12923,16,11,32,38
Module_33332,51,40,119,119
Module_27480,7,10,24,19
Module_12924,14,4,25,11
Module_27481,6,13,25,26
Module_27482,26,17,27,27
Module_33333,12,13,26,15
Module_17366,27,24,68,89
Module_17367,6,6,23,23
Module_26,31,18,30,29
Module_17368,8,5,16,10
Module_27,2,5,13,12
Module_17369,39,24,89,43
Module_33334,91,67,122,148
Module_7615,4,4,9,6
Module_33335,64,46,87,110
Module_28,2,16,14,9
Module_17370,56,36,110,124
Module_29,7,6,14,25
Module_30,9,6,24,10
Module_3792,14,14,5,14
Module_17371,57,45,108,114
Module_3793,4,4,2,6
Module_14425,18,17,37,36
Module_3794,2,2,2,5
Module_14426,33,24,58,69
Module_33336,62,64,163,183
Module_27483,9,10,14,16
Module_22272,18,12,10,29
Module_14427,35,17,81,80
Module_33337,28,18,44,33
Module_31,17,14,43,34
Module_33338,29,22,45,36
Module_32,45,42,93,77
Module_29191,25,15,11,19
Module_29192,4,8,11,15
Module_33,69,44,30,32
Module_27484,16,6,14,13
Module_33339,24,16,36,37
Module_29193,6,6,6,6
Module_33340,14,4,34,23
Module_29194,6,1,24,14
Module_33341,13,7,35,32
Module_34,40,37,32,28
Module_29195,8,3,23,16
Module_35,41,37,33,28
Module_29196,8,4,26,14
Module_33342,9,8,32,36
Module_36,43,38,35,32
Module_33343,10,8,32,36
Module_29197,8,6,25,14
Module_33344,9,10,28,34
Module_29198,14,11,26,11
Module_29199,11,10,11,20
Module_29200,15,12,50,50
Module_33345,38,22,44,44
Module_29201,4,9,21,14
Module_14428,15,14,24,33
Module_29202,49,49,46,42
Module_37,61,61,82,90
Module_17372,22,12,28,29
Module_33346,2,0,12,17
Module_7616,8,4,32,26
Module_17373,35,18,68,60
Module_33347,6,6,10,14
Module_33348,8,11,6,7
Module_29203,1,2,26,13
Module_33349,9,0,14,12
Module_29204,14,16,29,12
Module_33350,0,2,6,2
Module_27485,18,20,23,26
Module_33351,12,8,32,34
Module_29205,38,25,30,28
Module_14429,6,15,43,39
Module_17374,22,20,53,49
Module_29206,15,10,16,2
Module_38,22,26,34,54
Module_29207,25,31,28,30
Module_17375,16,12,20,12
Module_12925,53,16,46,81
Module_3795,18,0,16,24
Module_22273,15,0,12,13
Module_27486,62,45,94,89
Module_14430,9,11,21,29
Module_33352,15,12,27,24
Module_7617,22,16,12,14
Module_22274,55,37,43,83
Module_14431,32,28,42,24
Module_17376,13,19,33,38
Module_39,3,2,20,17
Module_17377,8,9,14,14
Module_40,4,2,18,17
Module_41,29,18,53,43
Module_42,4,2,8,10
Module_33353,8,6,12,15
Module_43,3,5,7,9
Module_17378,24,22,27,29
Module_17379,10,4,8,6
Module_44,4,6,13,17
Module_27487,9,4,20,7
Module_22275,16,7,13,24
Module_45,11,13,22,4
Module_12926,2,2,0,4
Module_22276,12,10,10,22
Module_46,8,12,16,11
Module_17380,18,20,42,50
Module_12927,33,26,44,55
Module_12928,20,4,12,26
Module_47,2,8,12,8
Module_12929,9,17,29,30
Module_12930,13,17,25,6
Module_12931,9,5,20,26
Module_33354,23,14,48,40
Module_12932,4,2,10,15
Module_33355,22,14,46,40
Module_12933,0,5,11,25
Module_17381,8,8,20,38
Module_33356,8,28,33,42
Module_48,7,2,5,13
Module_49,10,7,7,21
Module_12934,3,2,24,21
Module_50,15,7,29,17
Module_51,7,8,14,10
Module_33357,15,20,36,30
Module_27488,4,4,4,4
Module_52,35,21,41,38
Module_53,12,14,31,20
Module_17382,7,8,29,12
Module_27489,1,4,4,7
Module_54,4,5,14,20
Module_55,25,18,66,51
Module_17383,80,40,82,99
Module_56,30,22,70,63
Module_17384,79,42,81,102
Module_57,31,20,68,60
Module_17385,78,42,79,100
Module_58,31,20,68,59
Module_17386,76,42,76,100
Module_27490,50,30,71,56
Module_17387,12,17,35,30
Module_59,28,20,30,27
Module_17388,84,74,156,187
Module_17389,42,30,76,91
Module_60,16,4,16,12
Module_17390,42,30,76,91
Module_61,16,4,15,12
Module_17391,41,32,75,94
Module_62,16,4,14,11
Module_17392,38,23,77,97
Module_63,20,6,21,10
Module_64,2,6,0,2
Module_17393,34,20,54,69
Module_17394,89,47,138,159
Module_17395,11,15,19,18
Module_17396,97,56,157,186
Module_65,13,11,7,8
Module_66,4,2,2,11
Module_17397,20,8,18,39
Module_22277,7,6,16,11
Module_22278,34,34,30,34
Module_3796,16,13,8,21
Module_67,21,22,39,28
Module_5545,42,30,95,54
Module_17398,6,4,9,7
Module_68,53,49,57,82
Module_69,8,14,39,11
Module_70,10,14,12,16
Module_17399,18,17,65,33
Module_71,9,6,18,21
Module_27491,46,26,116,64
Module_72,17,15,22,40
Module_14432,6,3,9,0
Module_29208,27,37,26,16
Module_22279,2,2,8,7
Module_5546,20,6,66,48
Module_12935,23,8,19,11
Module_12936,18,12,32,11
Module_27492,8,8,20,28
Module_73,25,11,35,32
Module_27493,8,8,20,27
Module_74,32,18,43,34
Module_27494,16,4,13,19
Module_12937,27,22,83,48
Module_12938,16,15,14,8
Module_75,22,28,52,45
Module_17400,2,4,23,7
Module_5547,12,6,8,6
Module_17401,10,16,20,39
Module_5548,47,34,43,50
Module_17402,0,0,10,11
Module_17403,2,0,12,10
Module_76,19,16,38,36
Module_27495,11,10,12,14
Module_77,20,14,10,18
Module_14433,4,6,8,11
Module_78,33,22,47,43
Module_14434,10,3,10,1
Module_79,24,8,28,29
Module_80,21,22,46,30
Module_5549,23,15,15,21
Module_14435,6,2,16,12
Module_14436,26,24,27,24
Module_12939,18,3,34,17
Module_81,10,10,17,27
Module_14437,2,0,10,12
Module_82,7,6,14,25
Module_17404,6,2,10,6
Module_12940,10,12,21,6
Module_22280,5,5,8,4
Module_17405,22,12,30,51
Module_12941,48,20,68,70
Module_12942,18,11,31,30
Module_29209,57,38,52,97
Module_14438,60,24,80,88
Module_14439,33,17,48,52
Module_14440,24,25,62,47
Module_12943,74,65,128,161
Module_14441,17,16,26,29
Module_17406,8,5,38,25
Module_14442,15,30,48,63
Module_17407,15,12,9,6
Module_5550,41,48,88,71
Module_22281,28,18,42,22
Module_22282,74,57,123,125
Module_17408,25,5,23,26
Module_5551,49,31,87,91
Module_17409,20,14,38,38
Module_14443,19,13,60,37
Module_5552,16,32,36,35
Module_12944,89,60,111,144
Module_5553,8,10,18,15
Module_83,32,22,33,45
Module_17410,57,43,88,94
Module_17411,28,17,74,55
Module_22283,50,41,75,100
Module_22284,20,18,11,46
Module_17412,26,12,52,78
Module_17413,45,30,115,89
Module_22285,4,0,8,11
Module_5554,34,10,32,43
Module_12945,56,41,68,95
Module_5555,24,24,26,34
Module_12946,17,18,26,35
Module_14444,20,6,32,18
Module_17414,6,11,29,32
Module_33358,31,16,16,33
Module_17415,6,15,30,33
Module_17416,13,6,47,28
Module_17417,27,19,53,49
Module_33359,6,12,20,12
Module_17418,63,43,113,152
Module_33360,22,26,35,36
Module_14445,20,12,13,13
Module_22286,2,6,25,8
Module_14446,10,4,14,11
Module_84,14,5,27,11
Module_14447,6,4,20,15
Module_85,14,5,26,14
Module_5556,22,17,13,15
Module_86,12,7,24,14
Module_5557,19,16,9,13
Module_12947,3,5,21,8
Module_14448,20,23,30,33
Module_12948,12,16,31,47
Module_5558,16,17,36,27
Module_14449,10,6,16,20
Module_22287,24,8,15,20
Module_17419,4,4,1,6
Module_33361,10,4,10,8
Module_87,7,6,26,19
Module_33362,9,5,18,10
Module_88,8,6,28,19
Module_12949,11,10,3,13
Module_33363,8,0,7,7
Module_14450,30,32,36,12
Module_5559,4,4,3,9
Module_33364,6,12,7,7
Module_17420,0,5,1,11
Module_33365,14,6,14,15
Module_33366,9,14,20,18
