Module,24hrs.H3K27ac_REPLICANT.1,24hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac_REPLICANT.2
Module_25041,19,37,35,54
Module_31176,6,8,13,16
Module_22221,12,22,25,49
Module_7579,39,65,44,68
Module_7580,12,26,22,28
Module_5455,15,23,16,17
Module_7581,16,22,18,30
Module_7582,23,18,13,25
Module_25042,4,6,6,11
Module_22222,42,51,35,56
Module_7583,17,27,25,33
Module_17284,20,34,24,51
Module_5456,37,51,24,35
Module_5457,18,28,13,30
Module_25043,8,4,6,9
Module_14406,24,18,30,49
Module_14407,10,35,36,40
Module_17285,9,9,8,6
Module_7584,10,21,24,20
Module_22223,52,84,51,127
Module_7585,14,24,43,59
Module_17286,16,35,20,19
Module_22224,30,44,22,32
Module_22225,50,94,78,140
Module_5458,10,12,15,16
Module_22226,17,15,35,37
Module_5459,29,48,34,38
Module_19421,17,26,9,17
Module_12859,37,103,74,136
Module_5460,23,52,38,44
Module_7586,18,23,21,16
Module_19422,41,71,34,43
Module_17287,54,81,31,45
Module_19423,18,44,15,21
Module_17288,55,81,33,48
Module_19424,15,32,9,18
Module_17289,68,105,61,90
Module_22227,42,60,64,99
Module_5461,41,44,36,35
Module_17290,15,35,26,50
Module_5462,20,31,19,29
Module_5463,34,45,23,41
Module_7587,26,41,37,68
Module_5464,24,37,24,39
Module_27432,21,33,31,62
Module_5465,28,49,33,36
Module_5466,28,43,17,28
Module_16498,14,39,35,51
Module_22228,36,68,57,117
Module_16499,10,26,28,35
Module_22229,35,67,57,112
Module_16500,13,34,28,36
Module_22230,35,68,57,117
Module_16501,13,34,28,36
Module_5467,32,54,29,49
Module_29139,26,51,14,12
Module_5468,33,48,23,49
Module_5469,32,56,36,36
Module_22231,92,195,192,325
Module_19425,20,35,30,43
Module_22232,2,14,2,13
Module_16502,13,9,24,24
Module_5470,24,34,21,47
Module_5471,35,62,41,72
Module_29140,32,26,27,35
Module_19426,19,19,6,16
Module_29141,40,48,34,47
Module_19427,24,28,12,25
Module_12860,8,16,16,16
Module_29142,55,137,64,117
Module_5472,24,53,31,73
Module_37080,15,24,11,16
Module_5473,26,53,31,75
Module_37081,13,26,11,15
Module_22233,69,98,69,156
Module_12861,3,7,8,10
Module_7588,15,20,25,27
Module_5474,13,22,16,25
Module_27433,55,78,69,113
Module_37082,7,7,6,7
Module_5475,49,76,43,70
Module_35466,5,7,5,4
Module_22234,10,17,13,21
Module_7589,11,8,13,18
Module_29143,30,57,42,57
Module_17291,8,6,9,10
Module_5476,16,29,24,27
Module_22235,20,22,9,15
Module_5477,63,107,93,187
Module_22236,27,51,30,42
Module_5478,17,22,16,20
Module_5479,21,44,52,66
Module_29144,51,95,57,127
Module_16503,12,24,27,36
Module_22237,17,29,17,16
Module_5480,10,20,12,13
Module_31177,29,58,63,83
Module_5481,19,30,34,36
Module_29145,33,49,30,34
Module_29146,52,57,47,68
Module_22238,19,37,25,28
Module_5482,38,84,56,74
Module_31178,0,10,4,3
Module_12862,13,15,13,9
Module_5483,19,18,14,18
Module_12863,14,13,16,25
Module_12864,17,23,23,29
Module_17292,15,38,42,46
Module_12865,17,19,16,25
Module_17293,18,38,47,42
Module_12866,18,28,12,15
Module_12867,4,22,14,20
Module_22239,15,23,22,30
Module_29147,36,62,67,97
Module_5484,62,100,70,88
Module_17294,28,34,52,82
Module_35467,11,18,15,16
Module_12868,12,7,21,9
Module_12869,19,28,20,43
Module_35468,10,12,9,20
Module_12870,23,31,18,41
Module_35469,11,13,10,19
Module_12871,25,32,17,40
Module_29148,15,18,11,18
Module_5485,24,57,13,25
Module_29149,25,41,21,24
Module_12872,51,71,20,21
Module_29150,15,20,15,23
Module_35470,9,22,13,15
Module_12873,4,14,12,8
Module_12874,30,52,51,62
Module_5486,41,54,43,93
Module_7590,10,16,20,22
Module_29151,21,26,6,16
Module_12875,11,17,21,18
Module_5487,17,29,19,29
Module_16504,12,10,18,22
Module_17295,38,54,50,77
Module_17296,20,40,36,78
Module_16505,9,13,5,12
Module_12876,19,12,16,19
Module_29152,6,7,11,13
Module_19428,31,52,35,66
Module_37083,52,87,86,140
Module_17297,14,15,19,25
Module_12877,26,60,51,125
Module_16506,10,18,10,17
Module_35471,7,19,8,14
Module_35472,9,16,10,17
Module_29153,32,42,77,55
Module_35473,21,33,21,30
Module_17298,64,132,149,233
Module_29154,10,14,16,26
Module_17299,37,70,83,117
Module_29155,37,50,21,39
Module_29156,20,28,21,16
Module_29157,11,21,23,26
Module_35474,53,96,33,45
Module_29158,15,13,11,14
Module_35475,57,104,61,109
Module_17300,28,43,24,23
Module_29159,10,17,15,17
Module_17301,40,89,50,83
Module_29160,12,17,15,20
Module_29161,21,31,21,22
Module_29162,23,31,15,32
Module_17302,13,11,30,41
Module_17303,13,16,28,48
Module_22240,6,5,5,16
Module_5488,11,14,17,19
Module_17304,21,33,32,42
Module_35476,18,29,8,9
Module_33291,31,35,25,32
Module_17305,12,25,21,33
Module_17306,34,81,80,119
Module_12878,21,20,26,27
Module_22241,7,4,7,8
Module_35477,16,22,19,37
Module_5489,13,23,24,32
Module_31179,19,24,33,63
Module_22242,16,26,12,13
Module_33292,17,36,15,29
Module_33293,49,65,43,74
Module_5490,17,34,31,49
Module_22243,18,30,12,10
Module_5491,22,39,27,53
Module_22244,11,40,11,17
Module_5492,22,39,28,57
Module_22245,11,39,11,17
Module_5493,22,40,30,60
Module_22246,18,36,21,18
Module_5494,32,57,40,84
Module_33294,47,57,37,59
Module_5495,34,59,42,92
Module_33295,43,59,34,58
Module_5496,34,60,48,100
Module_33296,40,83,63,106
Module_17307,24,30,33,72
Module_33297,16,34,38,45
Module_22247,25,24,14,20
Module_27434,8,13,6,9
Module_27435,21,34,26,24
Module_27436,15,21,23,21
Module_17308,50,91,62,92
Module_12879,14,18,11,19
Module_17309,47,71,62,84
Module_5497,30,41,32,45
Module_27437,8,17,19,24
Module_12880,14,18,13,21
Module_5498,27,40,27,45
Module_12881,17,26,17,23
Module_33298,21,13,19,14
Module_17310,59,103,96,168
Module_16507,25,30,17,26
Module_16508,28,48,28,31
Module_22248,37,27,24,31
Module_17311,16,29,11,12
Module_33299,23,40,39,30
Module_33300,34,60,46,61
Module_29163,10,12,7,7
Module_17312,23,39,11,9
Module_7591,5,8,19,21
Module_22249,8,13,12,13
Module_12882,21,23,18,38
Module_17313,18,18,32,33
Module_22250,10,12,15,21
Module_14408,6,7,28,36
Module_7592,9,13,13,25
Module_17314,11,32,23,30
Module_7593,12,17,8,20
Module_22251,21,27,16,20
Module_29164,18,17,20,13
Module_22252,24,28,19,20
Module_27438,6,10,13,12
Module_22253,17,17,4,15
Module_12883,10,25,24,30
Module_5499,11,5,10,9
Module_33301,27,39,23,26
Module_5500,22,34,23,31
Module_7594,32,55,82,127
Module_22254,16,21,8,19
Module_22255,13,22,13,21
Module_5501,16,14,19,33
Module_22256,12,17,12,21
Module_12884,10,23,25,26
Module_19429,11,17,17,28
Module_17315,13,17,13,13
Module_12885,22,37,20,43
Module_14409,13,31,34,51
Module_17316,36,55,46,95
Module_12886,28,38,24,34
Module_16509,34,59,45,67
Module_35478,40,63,41,55
Module_5502,43,91,143,234
Module_12887,40,80,57,105
Module_5503,39,71,106,170
Module_22257,29,44,18,20
Module_5504,37,58,83,151
Module_22258,26,53,21,25
Module_17317,9,14,9,10
Module_27439,10,24,24,39
Module_22259,39,63,46,66
Module_22260,12,19,12,12
Module_27440,7,10,14,22
Module_22261,7,16,10,13
Module_7595,17,27,26,49
Module_7596,22,22,31,52
Module_22262,13,20,14,25
Module_27441,69,109,98,151
Module_14410,10,19,18,27
Module_27442,8,21,20,33
Module_31180,35,78,24,44
Module_27443,11,16,18,22
Module_31181,29,62,22,30
Module_19430,15,14,26,35
Module_17318,56,84,65,112
Module_17319,13,22,27,26
Module_16510,2,2,5,2
Module_29165,11,17,17,20
Module_22263,12,24,23,14
Module_3777,42,73,52,45
Module_17320,5,7,11,11
Module_3778,22,34,27,27
Module_17321,6,8,11,15
Module_3779,48,69,38,51
Module_29166,16,20,14,10
Module_3780,13,23,16,12
Module_12888,12,21,15,25
Module_35479,14,25,22,29
Module_27444,10,31,22,49
Module_35480,16,26,24,33
Module_27445,21,50,47,67
Module_31182,39,38,22,18
Module_27446,34,66,52,66
Module_19431,32,53,40,76
Module_27447,20,30,29,40
Module_7597,33,41,35,84
Module_12889,35,73,76,109
Module_7598,19,60,54,88
Module_17322,43,80,66,106
Module_12890,36,69,68,97
Module_7599,19,46,51,66
Module_17323,46,82,70,112
Module_7600,20,43,49,62
Module_17324,46,94,94,134
Module_7601,17,33,21,30
Module_31183,29,39,26,28
Module_17325,34,72,65,108
Module_31184,34,49,35,48
Module_17326,28,74,60,101
Module_27448,10,9,7,16
Module_31185,38,48,13,35
Module_31186,39,51,21,27
Module_7602,36,46,31,54
Module_16511,19,39,29,59
Module_31187,20,20,6,12
Module_16512,15,28,33,54
Module_27449,15,21,17,16
Module_12891,46,80,77,114
Module_3781,7,12,10,11
Module_35481,13,20,19,20
Module_19432,5,15,11,9
Module_12892,28,49,16,36
Module_14411,32,58,41,67
Module_16513,7,7,8,3
Module_14412,21,34,27,39
Module_31188,30,47,34,34
Module_35482,10,25,11,20
Module_17327,36,58,53,66
Module_33302,66,96,33,38
Module_5505,49,98,57,73
Module_3782,15,13,12,23
Module_14413,22,41,33,35
Module_31189,7,18,5,8
Module_14414,21,33,28,35
Module_22264,15,20,23,42
Module_5506,22,48,31,27
Module_5507,33,40,29,26
Module_12893,27,31,34,38
Module_5508,20,36,25,28
Module_12894,26,26,34,34
Module_31190,17,38,29,39
Module_5509,23,37,24,38
Module_31191,15,38,29,41
Module_12895,12,21,18,29
Module_31192,14,37,25,37
Module_12896,11,21,17,30
Module_31193,16,36,21,41
Module_12897,13,31,24,36
Module_31194,15,33,18,39
Module_16514,29,42,35,55
Module_19433,10,21,4,9
Module_5510,16,39,42,38
Module_17328,20,29,37,41
Module_5511,13,30,27,25
Module_7603,11,13,11,12
Module_12898,17,19,18,23
Module_5512,58,158,92,150
Module_7604,9,20,22,18
Module_12899,27,42,24,25
Module_5513,23,55,27,32
Module_19434,37,56,17,23
Module_7605,7,16,14,18
Module_3783,15,49,53,102
Module_12900,8,15,13,7
Module_7606,19,37,41,35
Module_5514,41,74,19,31
Module_12901,18,42,33,56
Module_5515,35,60,17,25
Module_12902,19,42,33,54
Module_5516,38,63,17,24
Module_12903,30,59,49,80
Module_12904,27,63,45,78
Module_12905,8,11,11,7
Module_33303,23,28,18,30
Module_33304,34,106,77,139
Module_7607,29,76,60,122
Module_33305,27,78,55,113
Module_7608,35,85,71,137
Module_33306,25,53,34,86
Module_7609,25,69,66,116
Module_33307,31,52,37,68
Module_33308,31,40,20,35
Module_29167,26,32,41,43
Module_27450,8,17,19,16
Module_12906,5,21,13,24
Module_27451,7,12,18,12
Module_12907,6,16,16,28
Module_5517,17,25,11,6
Module_5518,15,22,4,12
Module_12908,28,44,90,116
Module_27452,5,2,14,15
Module_27453,5,3,5,4
Module_33309,10,16,10,9
Module_19435,12,35,34,37
Module_7610,14,26,16,14
Module_12909,40,74,52,95
Module_27454,12,22,12,20
Module_27455,15,13,4,16
Module_17329,41,67,62,94
Module_5519,24,31,29,35
Module_17330,38,61,52,82
Module_5520,7,16,18,38
Module_29168,24,53,53,82
Module_27456,23,40,11,37
Module_27457,15,26,22,25
Module_17331,27,36,29,51
Module_27458,22,29,40,61
Module_17332,32,62,41,71
Module_5521,14,21,17,38
Module_17333,39,57,45,72
Module_5522,18,35,41,43
Module_1,9,5,2,8
Module_12910,5,12,14,7
Module_12911,13,24,21,29
Module_22265,8,14,11,8
Module_5523,30,36,56,94
Module_17334,44,70,43,75
Module_12912,22,37,33,36
Module_22266,14,22,22,24
Module_17335,12,16,16,23
Module_17336,6,9,11,11
Module_33310,14,28,18,48
Module_17337,15,8,13,13
Module_12913,30,32,29,58
Module_12914,22,48,24,45
Module_5524,72,107,103,169
Module_22267,48,94,65,117
Module_22268,39,60,39,73
Module_17338,25,38,55,58
Module_22269,24,37,32,46
Module_22270,15,31,26,39
Module_5525,49,84,71,136
Module_22271,14,21,22,32
Module_5526,41,89,50,118
Module_16515,12,20,12,19
Module_3784,19,41,35,60
Module_7611,18,27,10,25
Module_16516,8,12,10,13
Module_12915,13,18,35,25
Module_3785,31,36,37,73
Module_12916,18,17,14,16
Module_16517,4,12,11,19
Module_35483,25,44,42,69
Module_33311,14,15,28,29
Module_17339,26,46,48,71
Module_5527,62,103,87,169
Module_12917,8,6,10,9
Module_5528,54,89,80,132
Module_12918,8,4,8,7
Module_5529,24,32,27,36
Module_5530,30,49,38,88
Module_29169,12,18,18,30
Module_33312,12,22,12,16
Module_5531,52,84,45,98
Module_33313,29,60,35,59
Module_14415,37,66,50,78
Module_5532,16,21,44,53
Module_14416,36,47,47,74
Module_12919,46,75,67,116
Module_29170,6,4,6,12
Module_2,17,25,25,36
Module_7612,30,48,51,80
Module_29171,13,15,24,20
Module_19436,10,10,13,17
Module_33314,9,16,17,20
Module_17340,19,35,24,26
Module_5533,18,41,48,70
Module_7613,25,38,26,74
Module_5534,25,61,56,94
Module_12920,15,37,39,56
Module_29172,8,8,9,5
Module_33315,18,27,23,30
Module_14417,18,24,23,39
Module_33316,18,29,18,39
Module_14418,11,28,34,34
Module_14419,8,21,18,30
Module_3,13,15,28,30
Module_14420,13,21,20,13
Module_4,30,65,87,128
Module_19437,20,23,9,13
Module_14421,58,114,70,150
Module_7614,15,15,17,28
Module_19438,22,28,14,15
Module_14422,9,14,16,25
Module_29173,7,7,9,8
Module_19439,9,20,15,8
Module_29174,13,23,14,27
Module_19440,11,12,4,2
Module_17341,8,20,12,23
Module_5535,7,11,14,12
Module_19441,23,36,10,15
Module_19442,32,28,13,13
Module_17342,32,40,45,45
Module_29175,2,1,8,5
Module_17343,9,14,30,54
Module_5,8,34,19,39
Module_19443,11,11,7,5
Module_14423,26,31,27,27
Module_6,23,38,35,64
Module_17344,24,35,17,53
Module_29176,11,6,11,21
Module_33317,8,11,12,15
Module_5536,9,12,21,20
Module_17345,9,16,22,21
Module_7,14,12,20,24
Module_19444,30,37,10,7
Module_17346,14,40,31,42
Module_27459,9,16,4,7
Module_19445,33,78,11,12
Module_33318,22,27,16,30
Module_17347,50,71,67,86
Module_29177,22,34,35,43
Module_17348,53,89,95,161
Module_29178,18,16,27,30
Module_17349,66,105,109,205
Module_19446,30,33,36,37
Module_19447,14,20,10,19
Module_17350,31,81,53,84
Module_19448,23,23,9,11
Module_5537,15,32,28,33
Module_8,17,45,36,63
Module_5538,18,27,26,29
Module_9,17,49,40,68
Module_5539,19,28,27,22
Module_14424,38,65,67,95
Module_10,26,66,36,73
Module_5540,25,27,15,26
Module_33319,11,22,21,28
Module_27460,19,35,30,44
Module_27461,6,10,9,17
Module_5541,25,41,44,49
Module_11,20,25,35,29
Module_5542,19,36,40,48
Module_12,21,24,28,34
Module_33320,36,32,39,61
Module_13,20,21,24,16
Module_5543,36,46,50,74
Module_27462,9,22,16,17
Module_19449,45,101,49,106
Module_5544,23,33,30,54
Module_33321,15,17,28,41
Module_14,23,38,37,78
Module_15,23,26,18,28
Module_19450,14,22,23,35
Module_17351,46,76,60,82
Module_19451,15,17,9,11
Module_17352,56,92,92,176
Module_19452,3,10,9,12
Module_16,50,88,69,97
Module_27463,8,9,5,15
Module_27464,23,53,31,71
Module_17,21,34,31,54
Module_27465,7,13,8,11
Module_18,11,23,25,48
Module_19,19,49,27,57
Module_20,45,96,95,155
Module_3786,9,8,10,10
Module_37084,20,48,41,98
Module_19453,21,29,25,33
Module_21,23,52,34,78
Module_3787,37,70,49,110
Module_17353,17,24,32,33
Module_3788,44,82,52,129
Module_17354,16,23,34,31
Module_27466,17,20,14,22
Module_17355,43,57,70,118
Module_17356,39,81,74,129
Module_29179,15,16,21,16
Module_17357,26,31,34,43
Module_29180,15,18,23,19
Module_17358,29,36,37,50
Module_29181,14,18,22,17
Module_17359,27,31,34,51
Module_33322,54,88,40,40
Module_19454,13,13,19,22
Module_17360,10,19,18,8
Module_29182,6,9,19,22
Module_27467,25,39,48,68
Module_3789,7,5,11,15
Module_17361,6,11,16,18
Module_33323,19,39,29,43
Module_22,36,55,52,73
Module_27468,19,46,19,38
Module_17362,13,31,22,44
Module_27469,19,41,26,57
Module_33324,26,30,31,43
Module_33325,10,22,19,27
Module_27470,14,19,32,52
Module_33326,15,24,21,34
Module_27471,24,36,48,72
Module_23,33,60,36,74
Module_29183,19,33,23,37
Module_24,29,53,35,65
Module_27472,5,24,14,27
Module_29184,16,32,27,56
Module_27473,4,20,11,23
Module_29185,18,38,25,53
Module_27474,11,34,20,36
Module_29186,10,16,17,11
Module_27475,11,16,27,34
Module_29187,6,12,7,11
Module_27476,18,22,16,25
Module_27477,13,15,27,26
Module_25,62,80,69,135
Module_17363,48,70,51,75
Module_33327,11,18,36,27
Module_3790,8,13,20,14
Module_29188,11,14,15,12
Module_33328,8,16,21,29
Module_3791,7,13,9,13
Module_27478,11,11,21,17
Module_29189,16,17,13,15
Module_12921,15,8,25,27
Module_27479,28,29,34,55
Module_33329,18,27,29,41
Module_33330,12,16,26,32
Module_17364,61,131,92,160
Module_33331,17,43,34,66
Module_17365,52,65,68,128
Module_12922,17,17,20,32
Module_29190,8,20,16,26
Module_12923,14,33,28,47
Module_33332,24,34,22,38
Module_27480,17,27,36,36
Module_12924,8,16,14,26
Module_27481,10,20,27,27
Module_27482,19,37,26,36
Module_33333,13,19,21,31
Module_17366,19,18,32,50
Module_17367,25,21,21,14
Module_26,26,50,25,29
Module_17368,14,17,16,12
Module_27,30,28,20,19
Module_17369,33,52,37,42
Module_33334,81,149,141,269
Module_7615,7,17,19,24
Module_33335,45,75,65,108
Module_28,17,36,22,25
Module_17370,66,134,107,187
Module_29,41,50,35,43
Module_30,45,56,33,43
Module_3792,10,9,17,17
Module_17371,16,35,30,38
Module_3793,6,12,15,10
Module_14425,40,50,60,93
Module_3794,9,7,9,12
Module_14426,47,75,64,105
Module_33336,33,67,55,108
Module_27483,3,16,9,16
Module_22272,6,13,13,14
Module_14427,14,13,32,47
Module_33337,29,51,47,80
Module_31,12,24,24,36
Module_33338,36,59,63,98
Module_32,85,154,164,212
Module_29191,23,25,28,39
Module_29192,20,31,14,45
Module_33,49,92,46,55
Module_27484,12,15,18,33
Module_33339,11,19,18,31
Module_29193,38,62,27,38
Module_33340,14,17,24,20
Module_29194,20,44,27,39
Module_33341,22,25,27,38
Module_34,19,48,31,36
Module_29195,23,44,25,36
Module_35,20,48,30,35
Module_29196,25,43,23,37
Module_33342,23,28,25,39
Module_36,22,45,33,42
Module_33343,21,29,22,41
Module_29197,24,42,17,38
Module_33344,20,24,25,37
Module_29198,26,36,30,38
Module_29199,37,49,28,54
Module_29200,45,70,89,111
Module_33345,15,29,28,44
Module_29201,40,67,29,40
Module_14428,22,50,38,65
Module_29202,82,125,50,71
Module_37,31,41,38,66
Module_17372,39,58,44,42
Module_33346,10,17,24,32
Module_7616,7,17,9,11
Module_17373,18,50,44,63
Module_33347,14,17,31,32
Module_33348,13,3,16,19
Module_29203,10,6,12,14
Module_33349,12,23,23,25
Module_29204,31,36,35,43
Module_33350,16,14,23,21
Module_27485,7,7,14,10
Module_33351,22,22,33,49
Module_29205,53,64,50,57
Module_14429,23,49,33,72
Module_17374,32,65,73,79
Module_29206,28,28,23,32
Module_38,37,83,57,114
Module_29207,25,41,36,40
Module_17375,22,45,39,39
Module_12925,29,51,45,85
Module_3795,16,34,13,13
Module_22273,7,16,6,15
Module_27486,21,47,37,59
Module_14430,10,24,22,29
Module_33352,22,35,38,73
Module_7617,25,38,12,27
Module_22274,45,101,72,141
Module_14431,31,84,80,144
Module_17376,29,43,49,65
Module_39,22,26,31,56
Module_17377,37,66,37,98
Module_40,23,24,29,53
Module_41,50,94,79,88
Module_42,11,15,16,18
Module_33353,9,15,4,20
Module_43,3,17,17,17
Module_17378,29,45,31,57
Module_17379,17,26,30,32
Module_44,12,22,19,25
Module_27487,7,8,14,29
Module_22275,14,12,7,8
Module_45,14,22,24,23
Module_12926,8,13,24,29
Module_22276,7,6,10,9
Module_46,23,28,25,32
Module_17380,14,30,19,47
Module_12927,32,56,68,103
Module_12928,22,35,56,62
Module_47,10,9,5,11
Module_12929,33,61,67,98
Module_12930,25,44,49,97
Module_12931,17,27,18,34
Module_33354,22,22,20,37
Module_12932,11,18,14,26
Module_33355,21,19,20,30
Module_12933,5,10,10,19
Module_17381,24,43,25,42
Module_33356,21,35,37,47
Module_48,17,22,24,34
Module_49,20,27,18,45
Module_12934,17,30,23,47
Module_50,32,33,26,35
Module_51,8,16,22,21
Module_33357,15,16,16,27
Module_27488,7,13,13,12
Module_52,13,21,14,16
Module_53,5,10,11,6
Module_17382,29,59,60,113
Module_27489,12,12,23,16
Module_54,15,24,15,21
Module_55,31,62,46,74
Module_17383,28,57,50,72
Module_56,36,63,43,79
Module_17384,23,54,44,62
Module_57,37,62,42,75
Module_17385,22,52,44,59
Module_58,38,62,42,74
Module_17386,22,50,42,57
Module_27490,52,109,91,151
Module_17387,14,33,20,25
Module_59,26,54,32,53
Module_17388,45,100,96,168
Module_17389,53,81,94,166
Module_60,22,29,18,34
Module_17390,53,81,91,166
Module_61,22,29,18,34
Module_17391,52,79,89,165
Module_62,19,27,17,36
Module_17392,51,89,99,186
Module_63,10,19,9,23
Module_64,13,17,9,10
Module_17393,42,62,43,49
Module_17394,41,74,52,92
Module_17395,31,67,44,71
Module_17396,45,103,100,161
Module_65,7,15,5,10
Module_66,11,18,15,22
Module_17397,10,20,10,16
Module_22277,11,10,9,11
Module_22278,19,43,22,30
Module_3796,41,68,35,28
Module_67,23,58,44,78
Module_5545,52,71,67,92
Module_17398,15,26,19,38
Module_68,75,150,82,148
Module_69,29,63,41,66
Module_70,24,46,33,67
Module_17399,18,34,20,29
Module_71,26,34,30,48
Module_27491,18,45,40,53
Module_72,20,25,16,17
Module_14432,9,8,12,11
Module_29208,23,44,22,29
Module_22279,7,9,6,8
Module_5546,17,32,56,48
Module_12935,17,23,24,34
Module_12936,20,24,28,44
Module_27492,10,6,15,8
Module_73,11,14,21,25
Module_27493,9,5,13,9
Module_74,21,31,32,37
Module_27494,16,9,14,8
Module_12937,26,39,54,58
Module_12938,27,52,19,35
Module_75,57,83,83,168
Module_17400,32,41,39,72
Module_5547,37,62,65,101
Module_17401,9,19,23,30
Module_5548,31,57,51,65
Module_17402,10,28,29,53
Module_17403,10,9,17,30
Module_76,40,60,63,123
Module_27495,12,7,31,33
Module_77,62,105,89,159
Module_14433,7,3,6,8
Module_78,51,73,61,60
Module_14434,10,21,5,11
Module_79,39,68,42,74
Module_80,63,83,52,80
Module_5549,20,21,28,32
Module_14435,13,14,14,27
Module_14436,18,27,32,48
Module_12939,11,15,27,19
Module_81,16,25,25,34
Module_14437,6,13,20,18
Module_82,12,21,22,26
Module_17404,6,7,14,17
Module_12940,23,31,31,41
Module_22280,3,10,9,7
Module_17405,14,39,65,102
Module_12941,40,66,39,102
Module_12942,21,40,33,39
Module_29209,23,44,41,56
Module_14438,71,129,118,202
Module_14439,42,73,69,102
Module_14440,25,49,27,66
Module_12943,15,27,26,41
Module_14441,20,53,40,59
Module_17406,38,26,55,71
Module_14442,34,60,68,113
Module_17407,14,19,26,29
Module_5550,26,64,51,89
Module_22281,6,31,11,14
Module_22282,28,53,26,49
Module_17408,63,110,96,190
Module_5551,42,65,65,111
Module_17409,73,109,61,69
Module_14443,12,48,45,71
Module_5552,9,20,12,20
Module_12944,57,114,82,131
Module_5553,8,11,29,24
Module_83,19,25,20,20
Module_17410,23,52,36,80
Module_17411,23,44,24,51
Module_22283,21,35,22,55
Module_22284,17,15,18,19
Module_17412,28,46,48,76
Module_17413,13,12,12,17
Module_22285,8,14,11,12
Module_5554,8,16,15,27
Module_12945,21,41,40,76
Module_5555,19,17,29,26
Module_12946,21,35,31,57
Module_14444,26,54,38,106
Module_17414,9,17,9,15
Module_33358,18,22,17,22
Module_17415,5,19,9,13
Module_17416,14,20,22,47
Module_17417,28,43,55,98
Module_33359,14,26,24,22
Module_17418,27,43,53,89
Module_33360,13,21,22,19
Module_14445,27,40,39,31
Module_22286,4,12,5,7
Module_14446,17,22,17,28
Module_84,23,55,34,55
Module_14447,17,23,16,29
Module_85,25,61,43,75
Module_5556,17,19,15,18
Module_86,25,62,43,78
Module_5557,16,16,15,13
Module_12947,17,23,19,29
Module_14448,53,70,42,55
Module_12948,31,47,71,74
Module_5558,29,26,34,35
Module_14449,22,25,21,36
Module_22287,20,18,14,13
Module_17419,12,18,19,15
Module_33361,18,25,36,35
Module_87,6,19,12,25
Module_33362,21,22,24,44
Module_88,8,16,13,27
Module_12949,18,16,16,15
Module_33363,14,25,44,53
Module_14450,56,81,22,23
Module_5559,8,15,11,23
Module_33364,29,34,31,43
Module_17420,9,10,16,20
Module_33365,16,27,29,43
Module_33366,19,26,44,37
