Module,0hrs.H3K27ac_REPLICANT.1,0hrs.H3K27ac_REPLICANT.2,12hrs.H3K27ac_REPLICANT.1,12hrs.H3K27ac_REPLICANT.2
Module_7597,27,55,46,41
Module_12889,26,58,44,24
Module_7598,45,75,42,51
Module_17322,37,76,37,62
Module_12890,41,54,46,28
Module_7599,30,52,28,38
Module_17323,39,79,41,68
Module_7600,28,44,26,37
Module_17324,52,95,52,90
Module_7601,16,22,29,21
Module_31183,25,36,29,29
Module_17325,33,67,42,65
Module_31184,32,40,42,36
Module_17326,24,67,44,55
Module_27448,15,7,16,9
Module_31185,35,56,35,33
Module_31186,23,48,53,46
Module_7602,18,34,34,25
Module_16511,22,17,26,32
Module_31187,21,27,18,16
Module_16512,16,16,16,25
Module_27449,17,26,13,19
Module_12891,46,76,54,59
Module_3781,7,6,11,4
Module_35481,8,9,14,11
Module_19432,7,12,9,9
Module_12892,19,70,36,44
Module_14411,46,57,50,39
Module_16513,5,7,9,0
Module_14412,15,30,19,18
Module_31188,25,37,40,36
Module_35482,12,20,13,4
Module_17327,36,59,37,50
Module_33302,65,80,66,78
Module_5505,40,55,55,53
Module_3782,12,10,11,9
Module_14413,21,32,30,13
Module_31189,14,19,10,9
Module_14414,19,28,24,12
Module_22264,19,27,15,19
Module_5506,19,31,25,20
Module_5507,27,33,28,30
Module_12893,14,25,17,19
Module_5508,19,25,20,21
Module_12894,13,25,17,17
Module_31190,29,33,23,34
Module_5509,19,27,19,20
Module_31191,30,33,24,36
Module_12895,13,25,12,9
Module_31192,29,37,23,36
Module_12896,14,24,13,9
Module_31193,30,37,25,34
Module_12897,37,36,17,11
Module_31194,18,31,29,35
Module_16514,16,35,27,35
Module_19433,6,16,13,11
Module_5510,26,30,28,35
Module_17328,15,20,22,15
Module_5511,22,22,19,19
Module_7603,7,12,9,4
Module_12898,13,19,18,13
Module_5512,78,135,90,105
Module_7604,11,9,12,14
Module_12899,15,29,23,21
Module_5513,29,28,35,34
Module_19434,31,47,45,48
Module_7605,9,11,17,8
Module_3783,24,64,34,35
Module_12900,11,3,5,4
Module_7606,23,49,32,24
Module_5514,44,63,46,67
Module_12901,21,39,30,25
Module_5515,32,49,36,51
Module_12902,22,38,31,25
Module_5516,31,51,36,57
Module_12903,27,55,41,41
Module_12904,32,57,34,56
Module_12905,5,8,9,4
Module_33303,12,14,18,16
Module_33304,40,62,59,72
Module_7607,41,94,43,61
Module_33305,31,50,47,54
Module_7608,41,104,49,73
Module_33306,32,53,36,51
Module_7609,43,93,52,65
Module_33307,28,56,32,35
Module_33308,17,22,22,17
Module_29167,19,25,24,18
Module_27450,14,9,5,4
Module_12906,9,14,13,10
Module_27451,11,11,13,10
Module_12907,11,12,13,8
Module_5517,15,16,16,5
Module_5518,12,16,11,6
Module_12908,19,36,29,32
Module_27452,6,7,8,4
Module_27453,4,3,5,2
Module_33309,8,11,6,12
Module_19435,25,28,20,28
Module_7610,12,23,23,18
Module_12909,51,88,48,57
Module_27454,20,18,26,19
Module_27455,11,4,14,8
Module_17329,41,53,47,34
Module_5519,16,21,27,20
Module_17330,32,47,45,39
Module_5520,11,22,18,17
Module_29168,25,73,30,52
Module_27456,23,34,31,42
Module_27457,7,25,23,13
Module_17331,45,47,35,36
Module_27458,22,56,31,19
Module_17332,35,62,52,48
Module_5521,13,10,13,12
Module_17333,38,66,54,58
Module_5522,21,22,20,19
Module_1,4,7,7,9
Module_12910,2,5,5,8
Module_12911,15,23,18,24
Module_22265,14,10,13,8
Module_5523,36,58,22,53
Module_17334,44,76,50,54
Module_12912,14,29,18,30
Module_22266,15,15,13,6
Module_17335,6,11,12,6
Module_17336,7,2,10,10
Module_33310,21,26,14,18
Module_17337,5,10,11,8
Module_12913,21,21,28,27
Module_12914,16,25,17,9
Module_5524,59,101,63,85
Module_22267,39,94,70,84
Module_22268,26,43,42,46
Module_17338,24,37,22,29
Module_22269,28,35,30,24
Module_22270,15,32,18,29
Module_5525,64,132,66,89
Module_22271,15,10,10,10
Module_5526,51,70,48,52
Module_16515,17,17,26,19
Module_3784,22,47,22,23
Module_7611,18,18,22,23
Module_16516,10,12,9,10
Module_12915,13,6,16,10
Module_3785,30,52,32,29
Module_12916,13,26,19,14
Module_16517,2,8,5,0
Module_35483,33,33,23,28
Module_33311,12,23,14,19
Module_17339,25,49,41,29
Module_5527,53,83,73,80
Module_12917,6,4,7,8
Module_5528,33,71,53,60
Module_12918,2,5,6,1
Module_5529,13,28,20,26
Module_5530,42,61,48,45
Module_29169,13,12,9,8
Module_33312,13,14,16,9
Module_5531,26,81,57,69
Module_33313,38,40,28,42
Module_14415,39,62,55,44
Module_5532,13,19,11,8
Module_14416,48,52,31,57
Module_12919,36,76,42,69
Module_29170,2,7,7,4
Module_2,14,27,10,15
Module_7612,39,49,43,44
Module_29171,10,12,12,5
Module_19436,11,13,11,8
Module_33314,8,11,21,12
Module_17340,11,31,20,18
Module_5533,31,45,20,34
Module_7613,18,43,20,27
Module_5534,37,46,32,54
Module_12920,22,29,17,28
Module_29172,4,1,6,2
Module_33315,16,19,12,20
Module_14417,23,29,16,31
Module_33316,18,20,16,24
Module_14418,13,26,15,20
Module_14419,17,11,13,19
Module_3,11,13,13,9
Module_14420,12,21,17,14
Module_4,38,72,40,29
Module_19437,17,13,19,12
Module_14421,61,106,67,86
Module_7614,9,14,12,8
Module_19438,14,20,19,20
Module_14422,11,10,9,11
Module_29173,12,5,17,6
Module_19439,14,21,15,11
Module_29174,15,20,16,27
Module_19440,7,3,6,6
Module_17341,5,14,6,6
Module_5535,7,5,16,5
Module_19441,20,30,31,15
Module_19442,22,33,31,23
Module_17342,33,36,27,33
Module_29175,2,1,5,6
Module_17343,7,19,14,15
Module_5,14,32,19,23
Module_19443,15,14,11,4
Module_14423,23,27,47,25
Module_6,22,25,17,21
Module_17344,26,41,26,31
Module_29176,7,4,9,6
Module_33317,6,8,8,11
Module_5536,16,13,15,15
Module_17345,5,19,9,19
Module_7,15,12,10,7
Module_19444,23,40,23,31
Module_17346,19,29,28,24
Module_27459,4,4,7,4
Module_19445,33,42,53,53
Module_33318,20,17,16,22
Module_17347,30,58,45,51
Module_29177,24,29,30,36
Module_17348,56,71,63,73
Module_29178,20,17,22,24
Module_17349,72,88,73,83
Module_19446,41,58,35,38
Module_19447,17,16,20,18
Module_17350,30,54,35,49
Module_19448,11,14,14,8
Module_5537,9,32,19,16
Module_8,22,23,20,25
Module_5538,11,30,20,15
Module_9,22,25,23,24
Module_5539,11,34,18,20
Module_14424,40,77,45,48
Module_10,15,36,35,42
Module_5540,20,26,23,10
Module_33319,14,16,11,11
Module_27460,15,27,18,18
Module_27461,4,12,11,7
Module_5541,22,27,28,27
Module_11,11,14,23,19
Module_5542,21,23,27,23
Module_12,12,13,20,18
Module_33320,27,40,22,26
Module_13,15,11,18,13
Module_5543,32,46,40,37
Module_27462,9,9,12,4
Module_19449,57,108,57,85
Module_5544,22,26,20,23
Module_33321,17,24,13,19
Module_14,17,30,23,25
Module_15,13,13,13,14
Module_19450,16,20,17,15
Module_17351,44,73,44,55
Module_19451,9,14,9,20
Module_17352,41,74,69,54
Module_19452,7,5,6,3
Module_16,40,75,65,61
Module_27463,3,6,9,5
Module_27464,27,56,39,48
Module_17,18,12,17,19
Module_27465,7,14,9,7
Module_18,6,12,15,11
Module_19,29,51,28,27
Module_20,56,130,50,78
Module_3786,5,5,7,5
Module_37084,24,34,27,33
Module_19453,14,20,20,27
Module_21,36,46,29,38
Module_3787,44,72,41,55
Module_17353,10,15,10,10
Module_3788,56,87,54,76
Module_17354,13,17,6,9
Module_27466,9,24,9,17
Module_17355,19,48,33,36
Module_17356,40,58,47,39
Module_29179,17,16,20,14
Module_17357,16,19,21,21
Module_29180,20,22,25,15
Module_17358,18,25,23,22
Module_29181,24,28,22,19
Module_17359,16,25,19,22
Module_33322,53,74,56,69
Module_19454,5,7,8,5
Module_17360,11,9,7,9
Module_29182,13,18,13,9
Module_27467,20,55,27,36
Module_3789,9,3,8,7
Module_17361,15,7,9,5
Module_33323,22,39,17,29
Module_22,35,60,38,40
Module_27468,17,41,21,31
Module_17362,20,27,16,22
Module_27469,20,32,27,24
Module_33324,14,28,23,17
Module_33325,25,16,11,19
Module_27470,11,31,24,27
Module_33326,28,20,9,19
Module_27471,23,41,31,37
Module_23,38,51,20,47
Module_29183,14,23,17,15
Module_24,34,51,17,42
Module_27472,16,20,18,19
Module_29184,20,39,25,18
Module_27473,14,18,17,16
Module_29185,20,35,29,20
Module_27474,19,36,19,34
Module_29186,10,10,17,6
Module_27475,14,11,14,7
Module_29187,4,6,13,3
Module_27476,10,12,7,15
Module_27477,17,9,16,15
Module_25,56,86,48,65
Module_17363,38,55,40,47
Module_33327,9,14,11,10
Module_3790,7,13,12,9
Module_29188,12,16,8,4
Module_33328,15,17,16,6
Module_3791,10,14,9,8
Module_27478,8,12,13,10
Module_29189,19,23,23,16
Module_12921,10,7,6,4
Module_27479,30,31,22,23
Module_33329,15,27,18,18
Module_33330,11,16,16,16
Module_17364,78,132,69,110
Module_33331,26,36,23,24
Module_17365,51,60,47,73
Module_12922,24,25,23,23
Module_29190,11,15,12,3
Module_12923,21,27,17,29
Module_33332,14,29,22,20
Module_27480,19,19,32,15
Module_12924,2,6,10,5
Module_27481,12,5,12,16
Module_27482,19,36,36,43
Module_33333,9,23,15,12
Module_17366,16,23,15,8
Module_17367,14,18,13,14
Module_26,28,24,24,21
Module_17368,14,14,11,8
Module_27,12,26,14,16
Module_17369,33,75,37,38
Module_33334,60,113,83,109
Module_7615,8,7,9,5
Module_33335,29,60,31,46
Module_28,20,21,18,14
Module_17370,55,87,76,91
Module_29,33,48,29,22
Module_30,29,59,29,42
Module_3792,7,12,8,12
Module_17371,27,41,20,20
Module_3793,10,12,6,9
Module_14425,33,63,42,44
Module_3794,10,15,8,5
Module_14426,46,86,41,62
Module_33336,34,57,35,44
Module_27483,8,13,5,4
Module_22272,6,13,10,13
Module_14427,12,15,20,10
Module_33337,37,47,26,31
Module_31,15,23,13,16
Module_33338,50,68,29,39
Module_32,81,148,86,118
Module_29191,25,21,19,19
Module_29192,31,40,26,28
Module_33,26,46,46,39
Module_27484,14,9,19,9
Module_33339,17,14,9,13
Module_29193,47,57,52,41
Module_33340,15,18,10,21
Module_29194,24,32,24,29
Module_33341,21,27,10,24
Module_34,27,32,33,25
Module_29195,25,30,21,33
Module_35,29,31,34,25
Module_29196,24,34,20,32
Module_33342,21,31,11,24
Module_36,32,32,35,23
Module_33343,15,31,13,21
Module_29197,26,35,22,25
Module_33344,17,25,14,14
Module_29198,33,38,36,24
Module_29199,28,28,30,24
Module_29200,46,49,37,38
Module_33345,18,26,14,19
Module_29201,37,33,41,29
Module_14428,31,51,33,33
Module_29202,80,94,88,71
Module_37,20,40,32,26
Module_17372,31,42,27,34
Module_33346,7,13,11,11
Module_7616,6,8,6,8
Module_17373,32,30,29,28
Module_33347,16,20,11,13
Module_33348,7,5,11,7
Module_29203,8,11,10,8
Module_33349,16,20,18,8
Module_29204,16,26,34,18
Module_33350,11,12,11,9
Module_27485,6,3,4,0
Module_33351,13,29,21,22
Module_29205,36,45,41,29
Module_14429,26,35,31,29
Module_17374,35,74,32,35
Module_29206,18,30,24,18
Module_38,45,67,41,66
Module_29207,16,22,28,21
Module_17375,26,33,28,20
Module_12925,27,48,40,27
Module_3795,14,19,27,19
Module_22273,11,17,6,4
Module_27486,24,38,25,31
Module_14430,12,26,10,18
Module_33352,22,46,24,31
Module_7617,17,30,26,22
Module_22274,65,110,71,80
Module_14431,47,94,52,63
Module_17376,18,24,42,27
Module_39,10,20,17,17
Module_17377,29,62,46,51
Module_40,9,16,15,16
Module_41,41,46,52,42
Module_42,6,13,12,8
Module_33353,8,14,16,13
Module_43,7,10,5,3
Module_17378,34,51,38,41
Module_17379,18,34,29,22
Module_44,16,15,8,13
Module_27487,9,4,13,5
Module_22275,5,6,10,8
Module_45,10,21,14,6
Module_12926,7,9,8,11
Module_22276,4,9,6,7
Module_46,10,20,18,4
Module_17380,12,31,18,22
Module_12927,23,35,26,17
Module_12928,14,26,24,12
Module_47,5,4,14,6
Module_12929,34,48,32,35
Module_12930,39,59,31,39
Module_12931,15,35,12,18
Module_33354,19,27,23,17
Module_12932,12,14,6,11
Module_33355,19,29,24,17
Module_12933,7,13,9,10
Module_17381,28,28,18,26
Module_33356,21,21,19,12
Module_48,9,20,13,7
Module_49,12,13,14,10
Module_12934,18,21,18,14
Module_50,17,16,23,11
Module_51,11,13,10,5
Module_33357,4,14,11,11
Module_27488,12,8,5,7
Module_52,9,21,12,19
Module_53,2,10,10,7
Module_17382,33,64,42,48
Module_27489,12,13,7,13
Module_54,14,17,20,16
Module_55,28,35,39,41
Module_17383,24,46,32,42
Module_56,32,33,34,35
Module_17384,23,45,33,40
Module_57,34,33,35,35
Module_17385,25,43,32,39
Module_58,34,35,35,35
Module_17386,23,45,32,38
Module_27490,63,103,57,103
Module_17387,15,23,15,20
Module_59,32,64,26,37
Module_17388,47,91,66,100
Module_17389,61,106,58,81
Module_60,27,47,17,29
Module_17390,62,108,57,80
Module_61,27,47,17,29
Module_17391,60,108,59,80
Module_62,26,41,19,30
Module_17392,62,128,69,102
Module_63,15,26,8,18
Module_64,6,9,10,8
Module_17393,31,42,36,46
Module_17394,51,61,54,71
Module_17395,39,68,54,46
Module_17396,66,101,59,81
Module_65,10,15,13,9
Module_66,13,13,16,12
Module_17397,8,12,8,5
Module_22277,6,13,9,7
Module_22278,19,22,30,16
Module_3796,47,58,65,53
Module_67,29,35,28,35
Module_5545,58,75,50,67
Module_17398,15,24,18,13
Module_68,72,124,87,121
Module_69,31,47,42,37
Module_70,15,30,15,14
Module_17399,23,43,29,23
Module_71,19,31,22,34
Module_27491,19,31,27,37
Module_72,19,17,19,11
Module_14432,10,6,11,5
Module_29208,32,36,35,34
Module_22279,12,18,10,4
Module_5546,17,24,27,20
Module_12935,5,24,11,13
Module_12936,13,16,13,9
Module_27492,7,14,8,8
Module_73,9,23,12,20
Module_27493,7,11,8,9
Module_74,21,38,21,35
Module_27494,16,6,12,10
Module_12937,24,26,36,24
Module_12938,26,50,32,33
Module_75,45,65,56,54
Module_17400,27,45,20,38
Module_5547,28,71,45,47
Module_17401,10,10,18,14
Module_5548,26,60,38,42
Module_17402,16,14,14,12
Module_17403,7,7,2,8
Module_76,34,57,41,41
Module_27495,12,8,7,6
Module_77,41,64,52,68
Module_14433,5,6,7,3
Module_78,48,73,62,55
Module_14434,5,15,18,12
Module_79,44,51,51,43
Module_80,79,100,63,81
Module_5549,13,25,21,17
Module_14435,20,23,14,14
Module_14436,17,34,26,21
Module_12939,17,16,13,9
Module_81,13,11,11,15
Module_14437,5,12,6,2
Module_82,8,8,12,13
Module_17404,8,9,17,5
Module_12940,15,22,19,17
Module_22280,9,12,11,7
Module_17405,24,31,21,24
Module_12941,52,104,67,73
Module_12942,16,33,24,26
Module_29209,27,51,31,32
Module_14438,70,141,84,98
Module_14439,33,49,50,63
Module_14440,29,42,37,46
Module_12943,16,30,18,22
Module_14441,22,39,24,27
Module_17406,20,30,26,26
Module_14442,42,56,41,45
Module_17407,10,14,16,10
Module_5550,40,73,46,58
Module_22281,6,15,13,14
Module_22282,32,37,37,37
Module_17408,75,135,77,110
Module_5551,55,117,60,91
Module_17409,59,88,73,87
Module_14443,16,40,39,24
Module_5552,6,12,18,14
Module_12944,102,152,85,131
Module_5553,15,13,12,6
Module_83,24,24,16,10
Module_17410,18,38,26,28
Module_17411,20,29,15,24
Module_22283,24,50,38,40
Module_22284,10,9,16,11
Module_17412,27,36,35,22
Module_17413,10,21,12,9
Module_22285,4,6,7,8
Module_5554,16,12,13,8
Module_12945,21,38,34,37
Module_5555,13,14,15,17
Module_12946,12,25,17,18
Module_14444,30,68,29,42
Module_17414,11,14,17,9
Module_33358,13,17,21,17
Module_17415,12,17,15,7
Module_17416,17,16,14,11
Module_17417,15,25,27,28
Module_33359,19,14,26,14
Module_17418,23,46,31,29
Module_33360,15,10,12,14
Module_14445,32,40,24,33
Module_22286,6,1,5,3
Module_14446,24,23,24,18
Module_84,33,41,33,35
Module_14447,29,35,20,14
Module_85,37,47,35,45
Module_5556,8,12,9,12
Module_86,35,47,35,48
Module_5557,6,15,11,11
Module_12947,15,17,16,13
Module_14448,62,73,64,56
Module_12948,31,30,32,40
Module_5558,25,21,23,17
Module_14449,29,31,26,33
Module_22287,10,13,23,14
Module_17419,12,20,14,12
Module_33361,19,20,16,12
Module_87,11,9,13,10
Module_33362,15,13,11,6
Module_88,9,12,10,6
Module_12949,12,14,12,20
Module_33363,10,18,18,10
Module_14450,58,85,61,53
Module_5559,9,11,8,14
Module_33364,26,12,16,16
Module_17420,6,12,13,10
Module_33365,14,21,21,20
Module_33366,18,21,17,15
